Name,Extremity,Position
001_MULTIS067-1,UA,AP
002_MULTIS067-1,UA,AC
004_MULTIS067-1,UA,AD
005_MULTIS067-1,UA,LP
006_MULTIS067-1,UA,LC
007_MULTIS067-1,UA,LD
009_MULTIS067-1,UA,MC
010_MULTIS067-1,UA,MD
011_MULTIS067-1,UA,MP
012_MULTIS067-1,LA,AP
013_MULTIS067-1,LA,AC
017_MULTIS067-1,LA,AD
018_MULTIS067-1,LA,LP
019_MULTIS067-1,LA,LC
020_MULTIS067-1,LA,LD
021_MULTIS067-1,LA,MP
022_MULTIS067-1,LA,MC
024_MULTIS067-1,LA,MD
027_MULTIS067-1,LL,LP
028_MULTIS067-1,LL,LC
029_MULTIS067-1,LL,LD
030_MULTIS067-1,LL,AD
031_MULTIS067-1,LL,MD
032_MULTIS067-1,LA,PP
033_MULTIS067-1,LA,PC
036_MULTIS067-1,LA,PD
037_MULTIS067-1,LL,PD
038_MULTIS067-1,UL,PP
039_MULTIS067-1,UL,PC
041_MULTIS067-1,UL,PD
042_MULTIS067-1,LL,PP
043_MULTIS067-1,LL,PC
045_MULTIS067-1,UA,PP
046_MULTIS067-1,UA,PC
048_MULTIS067-1,UA,PD
049_MULTIS067-1,UL,AP
050_MULTIS067-1,UL,AC
052_MULTIS067-1,UL,AD
053_MULTIS067-1,UL,LP
054_MULTIS067-1,UL,LC
055_MULTIS067-1,UL,LD
057_MULTIS067-1,UL,MC
058_MULTIS067-1,UL,MD
059_MULTIS067-1,UL,MP
061_MULTIS067-1,LL,AP
062_MULTIS067-1,LL,AC
065_MULTIS067-1,LL,MP
066_MULTIS067-1,LL,MC
