Name,Skin,Fat,Muscle
001_MULTIS067-1,0.741742658065,5.70571275434,14.7777960337
002_MULTIS067-1,0.865365883871,3.72772996129,19.903415329
004_MULTIS067-1,0.960832042928,3.57557601191,26.7027059613
005_MULTIS067-1,1.54054244367,7.87388360099,25.6757073945
006_MULTIS067-1,1.59759779256,15.3673692427,13.8458475355
007_MULTIS067-1,1.21721736576,13.4654671087,18.0300322303
009_MULTIS067-1,0.931932490323,7.25576010323,15.6431525161
010_MULTIS067-1,0.836836938958,16.280282267,14.3023040476
011_MULTIS067-1,0.732232670968,3.19519710968,20.5690813935
012_MULTIS067-1,0.798799785608,3.42342765261,18.0300523037
013_MULTIS067-1,0.907295045161,2.59609765161,24.6296443871
017_MULTIS067-1,0.969971168238,2.73874212208,5.19219860645
018_MULTIS067-1,1.02702829578,6.7612696139,27.98652106
019_MULTIS067-1,0.988989109677,4.37437490819,6.50450529826
020_MULTIS067-1,1.05555685955,2.16817084665,3.99399892804
021_MULTIS067-1,0.988989109677,9.73773892605,21.8338364983
022_MULTIS067-1,0.931932490323,5.79129476129,18.7717830194
024_MULTIS067-1,1.08408542333,6.98949812407,3.68018472655
027_MULTIS067-1,1.17356147097,11.3163230968,16.1756853677
028_MULTIS067-1,1.19819967841,15.0630816715,20.2838088417
029_MULTIS067-1,0.999287316501,10.4129072278,5.32532241787
030_MULTIS067-1,1.52304395561,3.55472699148,
031_MULTIS067-1,1.13956331427,12.7443315383,28.1481703861
032_MULTIS067-1,0.912914040695,4.96397009628,15.9759957122
033_MULTIS067-1,1.28378308288,3.89889677022,9.46195679603
036_MULTIS067-1,0.941442604467,4.1366417469,4.16517031067
037_MULTIS067-1,1.19819967841,4.5360416397,30.6396774908
038_MULTIS067-1,1.93994894293,23.602712139,43.9721760397
039_MULTIS067-1,2.58659859057,23.9260369628,40.4156029777
041_MULTIS067-1,2.28227493797,19.3993369727,40.3677379653
042_MULTIS067-1,1.99699057072,14.2451994045,43.1349963275
043_MULTIS067-1,1.9874883335,17.2597671067,25.9419529846
045_MULTIS067-1,1.04604649132,14.5400462293,29.9169296516
046_MULTIS067-1,1.19819967841,16.9459668804,15.2342530541
048_MULTIS067-1,0.969971168238,7.64565509082,9.30031178958
049_MULTIS067-1,1.42642183623,14.1215761787,43.9337925558
050_MULTIS067-1,1.25525680596,16.2042242223,28.1862210065
052_MULTIS067-1,1.33133238313,22.3473650025,13.8838948526
053_MULTIS067-1,2.56755930521,24.8197399504,35.5179037221
054_MULTIS067-1,1.60710854194,12.1151259315,33.0075369767
055_MULTIS067-1,1.42642755335,15.8808934273,22.8228408536
057_MULTIS067-1,1.8543483871,17.402346402,42.9352972705
058_MULTIS067-1,2.19669763176,13.2847904397,27.3018134233
059_MULTIS067-1,1.19820323573,18.4865642084,57.5137553151
061_MULTIS067-1,2.05405659156,13.123139335,33.2072482303
062_MULTIS067-1,1.56733313635,8.78852712767,32.0090226342
065_MULTIS067-1,1.04604687246,10.9359445757,
066_MULTIS067-1,1.25525578958,13.9124183345,
