Name,Extremity,Position
001_MULTIS064-1,UA,AP
002_MULTIS064-1,UA,AC
004_MULTIS064-1,UA,AD
005_MULTIS064-1,UA,LP
006_MULTIS064-1,UA,LC
007_MULTIS064-1,UA,LD
008_MULTIS064-1,UA,MP
009_MULTIS064-1,UA,MC
010_MULTIS064-1,UA,MD
011_MULTIS064-1,LA,AP
012_MULTIS064-1,LA,AC
014_MULTIS064-1,LA,AD
015_MULTIS064-1,LA,LP
016_MULTIS064-1,LA,LC
017_MULTIS064-1,LA,LD
018_MULTIS064-1,LA,MP
019_MULTIS064-1,LA,MC
020_MULTIS064-1,LA,MD
022_MULTIS064-1,LL,LP
023_MULTIS064-1,LL,LC
024_MULTIS064-1,LL,LD
025_MULTIS064-1,LL,AD
026_MULTIS064-1,LL,MD
027_MULTIS064-1,LA,PP
028_MULTIS064-1,LA,PC
030_MULTIS064-1,LA,PD
031_MULTIS064-1,LL,PD
032_MULTIS064-1,UL,PP
033_MULTIS064-1,UL,PC
035_MULTIS064-1,UL,PD
036_MULTIS064-1,LL,PP
037_MULTIS064-1,LL,PC
039_MULTIS064-1,UA,PP
040_MULTIS064-1,UA,PC
042_MULTIS064-1,UA,PD
043_MULTIS064-1,UL,AP
045_MULTIS064-1,UL,AC
047_MULTIS064-1,UL,AD
048_MULTIS064-1,UL,LP
049_MULTIS064-1,UL,LC
050_MULTIS064-1,UL,LD
051_MULTIS064-1,UL,MP
052_MULTIS064-1,UL,MC
053_MULTIS064-1,UL,MD
054_MULTIS064-1,LL,AP
055_MULTIS064-1,LL,AC
059_MULTIS064-1,LL,MP
060_MULTIS064-1,LL,MC
