Name,Extremity,Position
001_MULTIS079-1,UA,AP
002_MULTIS079-1,UA,AC
004_MULTIS079-1,UA,AD
005_MULTIS079-1,UA,LP
006_MULTIS079-1,UA,LC
007_MULTIS079-1,UA,LD
008_MULTIS079-1,UA,MP
009_MULTIS079-1,UA,MC
010_MULTIS079-1,UA,MD
011_MULTIS079-1,LA,AP
012_MULTIS079-1,LA,AC
014_MULTIS079-1,LA,AD
015_MULTIS079-1,LA,LP
016_MULTIS079-1,LA,LC
017_MULTIS079-1,LA,LD
018_MULTIS079-1,LA,MP
019_MULTIS079-1,LA,MC
020_MULTIS079-1,LA,MD
022_MULTIS079-1,LL,LP
023_MULTIS079-1,LL,LC
024_MULTIS079-1,LL,LD
026_MULTIS079-1,LL,AD
027_MULTIS079-1,LL,MD
028_MULTIS079-1,LA,PP
031_MULTIS079-1,LA,PC
033_MULTIS079-1,LA,PD
034_MULTIS079-1,LL,PD
035_MULTIS079-1,UL,PP
036_MULTIS079-1,UL,PC
039_MULTIS079-1,UL,PD
040_MULTIS079-1,LL,PP
041_MULTIS079-1,LL,PC
043_MULTIS079-1,UA,PP
044_MULTIS079-1,UA,PC
046_MULTIS079-1,UA,PD
047_MULTIS079-1,UL,AP
048_MULTIS079-1,UL,AC
051_MULTIS079-1,UL,AD
052_MULTIS079-1,UL,LP
053_MULTIS079-1,UL,LC
054_MULTIS079-1,UL,LD
055_MULTIS079-1,UL,MP
056_MULTIS079-1,UL,MC
057_MULTIS079-1,UL,MD
058_MULTIS079-1,LL,AP
059_MULTIS079-1,LL,AC
061_MULTIS079-1,LL,MP
062_MULTIS079-1,LL,MC
