Name,Extremity,Position
001_MULTIS029-1,UA,AP
002_MULTIS029-1,UA,AC
004_MULTIS029-1,UA,AD
005_MULTIS029-1,UA,LP
006_MULTIS029-1,UA,LC
007_MULTIS029-1,UA,LD
008_MULTIS029-1,UA,MP
009_MULTIS029-1,UA,MC
010_MULTIS029-1,UA,MD
011_MULTIS029-1,LA,AP
012_MULTIS029-1,LA,AC
016_MULTIS029-1,LA,AD
017_MULTIS029-1,LA,LP
018_MULTIS029-1,LA,LC
019_MULTIS029-1,LA,LD
020_MULTIS029-1,LA,MP
021_MULTIS029-1,LA,MC
022_MULTIS029-1,LA,MD
023_MULTIS029-1,LL,LP
024_MULTIS029-1,LL,LC
026_MULTIS029-1,LL,LD
027_MULTIS029-1,LL,AD
028_MULTIS029-1,LL,MD
029_MULTIS029-1,LA,PP
030_MULTIS029-1,LA,PC
033_MULTIS029-1,LA,PD
034_MULTIS029-1,LL,PD
035_MULTIS029-1,UL,PP
036_MULTIS029-1,UL,PC
038_MULTIS029-1,UL,PD
039_MULTIS029-1,LL,PP
040_MULTIS029-1,LL,PC
042_MULTIS029-1,UA,PP
043_MULTIS029-1,UA,PC
045_MULTIS029-1,UA,PD
046_MULTIS029-1,UL,AP
047_MULTIS029-1,UL,AC
049_MULTIS029-1,UL,AD
050_MULTIS029-1,UL,LP
051_MULTIS029-1,UL,LC
052_MULTIS029-1,UL,LD
053_MULTIS029-1,UL,MP
054_MULTIS029-1,UL,MC
055_MULTIS029-1,UL,MD
056_MULTIS029-1,LL,AP
057_MULTIS029-1,LL,AC
059_MULTIS029-1,LL,MP
061_MULTIS029-1,LL,MC
