Name,Extremity,Position
001_MULTIS052-1,UA,AP
002_MULTIS052-1,UA,AC
004_MULTIS052-1,UA,AD
005_MULTIS052-1,UA,LP
006_MULTIS052-1,UA,LC
007_MULTIS052-1,UA,LD
008_MULTIS052-1,UA,MP
009_MULTIS052-1,UA,MC
010_MULTIS052-1,UA,MD
011_MULTIS052-1,LA,AP
012_MULTIS052-1,LA,AC
014_MULTIS052-1,LA,AD
016_MULTIS052-1,LA,LP
017_MULTIS052-1,LA,LC
018_MULTIS052-1,LA,LD
019_MULTIS052-1,LA,MP
020_MULTIS052-1,LA,MC
021_MULTIS052-1,LA,MD
022_MULTIS052-1,LL,LP
023_MULTIS052-1,LL,LC
024_MULTIS052-1,LL,LD
025_MULTIS052-1,LL,AD
026_MULTIS052-1,LL,MD
027_MULTIS052-1,LA,PP
028_MULTIS052-1,LA,PC
030_MULTIS052-1,LA,PD
032_MULTIS052-1,LL,PD
033_MULTIS052-1,UL,PP
034_MULTIS052-1,UL,PC
036_MULTIS052-1,UL,PD
037_MULTIS052-1,LL,PP
038_MULTIS052-1,LL,PC
040_MULTIS052-1,UA,PP
041_MULTIS052-1,UA,PC
043_MULTIS052-1,UA,PD
044_MULTIS052-1,UL,AP
045_MULTIS052-1,UL,AC
047_MULTIS052-1,UL,AD
048_MULTIS052-1,UL,LP
049_MULTIS052-1,UL,LC
050_MULTIS052-1,UL,LD
052_MULTIS052-1,UL,MP
053_MULTIS052-1,UL,MC
054_MULTIS052-1,UL,MD
055_MULTIS052-1,LL,AP
056_MULTIS052-1,LL,AC
058_MULTIS052-1,LL,MP
059_MULTIS052-1,LL,MC
