Name,Extremity,Position
001_MULTIS093-1,UA,AP
002_MULTIS093-1,UA,AC
004_MULTIS093-1,UA,AD
005_MULTIS093-1,UA,LP
006_MULTIS093-1,UA,LC
007_MULTIS093-1,UA,LD
009_MULTIS093-1,UA,MP
010_MULTIS093-1,UA,MC
011_MULTIS093-1,UA,MD
013_MULTIS093-1,LA,AP
016_MULTIS093-1,LA,AC
018_MULTIS093-1,LA,AD
019_MULTIS093-1,LA,LP
020_MULTIS093-1,LA,LC
021_MULTIS093-1,LA,LD
022_MULTIS093-1,LA,MP
023_MULTIS093-1,LA,MC
024_MULTIS093-1,LA,MD
025_MULTIS093-1,LL,LP
026_MULTIS093-1,LL,LC
027_MULTIS093-1,LL,LD
028_MULTIS093-1,LL,AD
029_MULTIS093-1,LL,MD
030_MULTIS093-1,LA,PP
031_MULTIS093-1,LA,PC
033_MULTIS093-1,LA,PD
034_MULTIS093-1,LL,PD
035_MULTIS093-1,UL,PP
036_MULTIS093-1,UL,PC
038_MULTIS093-1,UL,PD
039_MULTIS093-1,LL,PP
040_MULTIS093-1,LL,PC
042_MULTIS093-1,UA,PP
043_MULTIS093-1,UA,PC
045_MULTIS093-1,UA,PD
046_MULTIS093-1,UL,AP
047_MULTIS093-1,UL,AC
049_MULTIS093-1,UL,AD
050_MULTIS093-1,UL,LP
051_MULTIS093-1,UL,LC
052_MULTIS093-1,UL,LD
053_MULTIS093-1,UL,MP
054_MULTIS093-1,UL,MC
055_MULTIS093-1,UL,MD
056_MULTIS093-1,LL,AP
057_MULTIS093-1,LL,AC
059_MULTIS093-1,LL,MP
060_MULTIS093-1,LL,MC
