Name,Extremity,Position
001_MULTIS042-1,UA,AP
002_MULTIS042-1,UA,AC
004_MULTIS042-1,UA,AD
006_MULTIS042-1,UA,LP
007_MULTIS042-1,UA,LC
008_MULTIS042-1,UA,LD
010_MULTIS042-1,UA,MP
011_MULTIS042-1,UA,MC
012_MULTIS042-1,UA,MD
013_MULTIS042-1,LA,AP
014_MULTIS042-1,LA,AC
016_MULTIS042-1,LA,AD
017_MULTIS042-1,LA,LP
018_MULTIS042-1,LA,LC
019_MULTIS042-1,LA,LD
020_MULTIS042-1,LA,MP
021_MULTIS042-1,LA,MC
022_MULTIS042-1,LA,MD
023_MULTIS042-1,LL,LP
024_MULTIS042-1,LL,LC
025_MULTIS042-1,LL,LD
026_MULTIS042-1,LL,AD
027_MULTIS042-1,LL,MD
028_MULTIS042-1,LA,PP
029_MULTIS042-1,LA,PC
031_MULTIS042-1,LA,PD
032_MULTIS042-1,LL,PD
033_MULTIS042-1,UL,PP
034_MULTIS042-1,UL,PC
036_MULTIS042-1,UL,PD
037_MULTIS042-1,LL,PP
038_MULTIS042-1,LL,PC
040_MULTIS042-1,UA,PP
041_MULTIS042-1,UA,PC
043_MULTIS042-1,UA,PD
044_MULTIS042-1,UL,AP
045_MULTIS042-1,UL,AC
047_MULTIS042-1,UL,AD
048_MULTIS042-1,UL,LP
049_MULTIS042-1,UL,LC
050_MULTIS042-1,UL,LD
053_MULTIS042-1,UL,MP
054_MULTIS042-1,UL,MC
055_MULTIS042-1,UL,MD
056_MULTIS042-1,LL,AP
057_MULTIS042-1,LL,AC
059_MULTIS042-1,LL,MP
060_MULTIS042-1,LL,MC
