Name,Extremity,Position
002_MULTIS037-1,UA,AP
003_MULTIS037-1,UA,AC
006_MULTIS037-1,UA,AD
007_MULTIS037-1,UA,LP
008_MULTIS037-1,UA,LC
009_MULTIS037-1,UA,LD
010_MULTIS037-1,UA,MP
011_MULTIS037-1,UA,MC
012_MULTIS037-1,UA,MD
013_MULTIS037-1,LA,AP
014_MULTIS037-1,LA,AC
016_MULTIS037-1,LA,AD
017_MULTIS037-1,LA,LP
018_MULTIS037-1,LA,LC
019_MULTIS037-1,LA,LD
020_MULTIS037-1,LA,MP
021_MULTIS037-1,LA,MC
022_MULTIS037-1,LA,MD
023_MULTIS037-1,LL,LP
024_MULTIS037-1,LL,LC
025_MULTIS037-1,LL,LD
026_MULTIS037-1,LL,AD
027_MULTIS037-1,LL,MD
028_MULTIS037-1,LA,PP
029_MULTIS037-1,LA,PC
032_MULTIS037-1,LA,PD
035_MULTIS037-1,LL,PD
036_MULTIS037-1,UL,PP
037_MULTIS037-1,UL,PC
039_MULTIS037-1,UL,PD
040_MULTIS037-1,LL,PP
041_MULTIS037-1,LL,PC
043_MULTIS037-1,UA,PP
044_MULTIS037-1,UA,PC
046_MULTIS037-1,UA,PD
047_MULTIS037-1,UL,AP
049_MULTIS037-1,UL,AC
051_MULTIS037-1,UL,AD
052_MULTIS037-1,UL,LP
053_MULTIS037-1,UL,LC
054_MULTIS037-1,UL,LD
055_MULTIS037-1,UL,MP
056_MULTIS037-1,UL,MC
057_MULTIS037-1,UL,MD
059_MULTIS037-1,LL,AP
061_MULTIS037-1,LL,AC
063_MULTIS037-1,LL,MP
064_MULTIS037-1,LL,MC
