Name,Extremity,Position
001_MULTIS087-1,UA,AP
002_MULTIS087-1,UA,AC
004_MULTIS087-1,UA,AD
005_MULTIS087-1,UA,LP
006_MULTIS087-1,UA,LC
007_MULTIS087-1,UA,LD
008_MULTIS087-1,UA,MP
009_MULTIS087-1,UA,MC
010_MULTIS087-1,UA,MD
011_MULTIS087-1,LA,AP
012_MULTIS087-1,LA,AC
015_MULTIS087-1,LA,AD
016_MULTIS087-1,LA,LP
017_MULTIS087-1,LA,LC
018_MULTIS087-1,LA,LD
019_MULTIS087-1,LA,MP
020_MULTIS087-1,LA,MC
022_MULTIS087-1,LA,MD
023_MULTIS087-1,LL,LP
024_MULTIS087-1,LL,LC
025_MULTIS087-1,LL,LD
026_MULTIS087-1,LL,AD
027_MULTIS087-1,LL,MD
028_MULTIS087-1,LA,PP
029_MULTIS087-1,LA,PC
031_MULTIS087-1,LA,PD
032_MULTIS087-1,LL,PD
033_MULTIS087-1,UL,PP
034_MULTIS087-1,UL,PC
036_MULTIS087-1,UL,PD
037_MULTIS087-1,LL,PP
038_MULTIS087-1,LL,PC
040_MULTIS087-1,UA,PP
041_MULTIS087-1,UA,PC
043_MULTIS087-1,UA,PD
044_MULTIS087-1,UL,AP
045_MULTIS087-1,UL,AC
047_MULTIS087-1,UL,AD
048_MULTIS087-1,UL,LP
049_MULTIS087-1,UL,LC
050_MULTIS087-1,UL,LD
051_MULTIS087-1,UL,MP
052_MULTIS087-1,UL,MC
053_MULTIS087-1,UL,MD
054_MULTIS087-1,LL,AP
055_MULTIS087-1,LL,AC
058_MULTIS087-1,LL,MP
059_MULTIS087-1,LL,MC
