Name,Extremity,Position
002_MULTIS028-1,UA,AP
003_MULTIS028-1,UA,AC
005_MULTIS028-1,UA,AD
006_MULTIS028-1,UA,LP
008_MULTIS028-1,UA,LC
009_MULTIS028-1,UA,LD
010_MULTIS028-1,UA,MP
011_MULTIS028-1,UA,MC
012_MULTIS028-1,UA,MD
013_MULTIS028-1,LA,AP
014_MULTIS028-1,LA,AC
016_MULTIS028-1,LA,AD
017_MULTIS028-1,LA,LP
018_MULTIS028-1,LA,LC
019_MULTIS028-1,LA,LD
020_MULTIS028-1,LA,MP
021_MULTIS028-1,LA,MC
022_MULTIS028-1,LA,MD
024_MULTIS028-1,LL,LP
025_MULTIS028-1,LL,LC
026_MULTIS028-1,LL,LD
027_MULTIS028-1,LL,AD
028_MULTIS028-1,LL,MD
029_MULTIS028-1,LA,PP
030_MULTIS028-1,LA,PC
032_MULTIS028-1,LA,PD
033_MULTIS028-1,LL,PD
034_MULTIS028-1,UL,PP
035_MULTIS028-1,UL,PC
037_MULTIS028-1,UL,PD
038_MULTIS028-1,LL,PP
039_MULTIS028-1,LL,PC
041_MULTIS028-1,UA,PP
042_MULTIS028-1,UA,PC
046_MULTIS028-1,UA,PD
047_MULTIS028-1,UL,AP
048_MULTIS028-1,UL,AC
050_MULTIS028-1,UL,AD
051_MULTIS028-1,UL,LP
052_MULTIS028-1,UL,LC
053_MULTIS028-1,UL,LD
054_MULTIS028-1,UL,MP
055_MULTIS028-1,UL,MC
056_MULTIS028-1,UL,MD
058_MULTIS028-1,LL,AP
059_MULTIS028-1,LL,AC
061_MULTIS028-1,LL,MP
062_MULTIS028-1,LL,MC
