Name,Extremity,Position
002_MULTIS038-1,UA,AP
003_MULTIS038-1,UA,AC
005_MULTIS038-1,UA,AD
006_MULTIS038-1,UA,LP
007_MULTIS038-1,UA,LC
008_MULTIS038-1,UA,LD
009_MULTIS038-1,UA,MP
010_MULTIS038-1,UA,MC
011_MULTIS038-1,UA,MD
012_MULTIS038-1,LA,AP
013_MULTIS038-1,LA,AC
015_MULTIS038-1,LA,AD
016_MULTIS038-1,LA,LP
017_MULTIS038-1,LA,LC
018_MULTIS038-1,LA,LD
019_MULTIS038-1,LA,MP
020_MULTIS038-1,LA,MC
021_MULTIS038-1,LA,MD
022_MULTIS038-1,LL,LP
023_MULTIS038-1,LL,LC
024_MULTIS038-1,LL,LD
025_MULTIS038-1,LL,AD
026_MULTIS038-1,LL,MD
027_MULTIS038-1,LA,PP
028_MULTIS038-1,LA,PC
031_MULTIS038-1,LA,PD
032_MULTIS038-1,LL,PD
034_MULTIS038-1,UL,PP
035_MULTIS038-1,UL,PC
037_MULTIS038-1,UL,PD
038_MULTIS038-1,LL,PP
040_MULTIS038-1,LL,PC
043_MULTIS038-1,UA,PP
044_MULTIS038-1,UA,PC
046_MULTIS038-1,UA,PD
047_MULTIS038-1,UL,AP
048_MULTIS038-1,UL,AC
050_MULTIS038-1,UL,AD
051_MULTIS038-1,UL,LP
052_MULTIS038-1,UL,LC
053_MULTIS038-1,UL,LD
054_MULTIS038-1,UL,MP
055_MULTIS038-1,UL,MC
056_MULTIS038-1,UL,MD
058_MULTIS038-1,LL,AP
059_MULTIS038-1,LL,AC
062_MULTIS038-1,LL,MP
063_MULTIS038-1,LL,MC
