Name,Extremity,Position
002_MULTIS009-1,UA,AP
003_MULTIS009-1,UA,AC
005_MULTIS009-1,UA,AD
006_MULTIS009-1,UA,LP
007_MULTIS009-1,UA,LC
008_MULTIS009-1,UA,LD
009_MULTIS009-1,UA,MP
010_MULTIS009-1,UA,MC
011_MULTIS009-1,UA,MD
012_MULTIS009-1,LA,AP
013_MULTIS009-1,LA,AC
017_MULTIS009-1,LA,AD
018_MULTIS009-1,LA,LP
019_MULTIS009-1,LA,LC
020_MULTIS009-1,LA,LD
021_MULTIS009-1,LA,MP
022_MULTIS009-1,LA,MC
023_MULTIS009-1,LA,MD
024_MULTIS009-1,LL,LP
025_MULTIS009-1,LL,LC
027_MULTIS009-1,LL,LD
028_MULTIS009-1,LL,AD
029_MULTIS009-1,LL,MD
030_MULTIS009-1,LA,PP
031_MULTIS009-1,LA,PC
033_MULTIS009-1,LA,PD
034_MULTIS009-1,LL,PD
035_MULTIS009-1,UL,PP
036_MULTIS009-1,UL,PC
039_MULTIS009-1,UL,PD
040_MULTIS009-1,LL,PP
041_MULTIS009-1,LL,PC
044_MULTIS009-1,UA,PP
045_MULTIS009-1,UA,PC
047_MULTIS009-1,UA,PD
048_MULTIS009-1,UL,AP
050_MULTIS009-1,UL,AC
052_MULTIS009-1,UL,AD
053_MULTIS009-1,UL,LP
054_MULTIS009-1,UL,LC
055_MULTIS009-1,UL,LD
056_MULTIS009-1,UL,MP
057_MULTIS009-1,UL,MC
058_MULTIS009-1,UL,MD
059_MULTIS009-1,LL,AP
060_MULTIS009-1,LL,AC
064_MULTIS009-1,LL,MP
065_MULTIS009-1,LL,MC
