Name,Extremity,Position
001_MULTIS057-1,UA,AP
002_MULTIS057-1,UA,AC
004_MULTIS057-1,UA,AD
005_MULTIS057-1,UA,LP
006_MULTIS057-1,UA,LC
007_MULTIS057-1,UA,LD
008_MULTIS057-1,UA,MP
009_MULTIS057-1,UA,MC
010_MULTIS057-1,UA,MD
011_MULTIS057-1,LA,AP
013_MULTIS057-1,LA,AC
016_MULTIS057-1,LA,AD
017_MULTIS057-1,LA,LP
018_MULTIS057-1,LA,LC
022_MULTIS057-1,LA,LD
023_MULTIS057-1,LA,MP
024_MULTIS057-1,LA,MC
025_MULTIS057-1,LA,MD
026_MULTIS057-1,LL,LP
027_MULTIS057-1,LL,LC
028_MULTIS057-1,LL,LD
029_MULTIS057-1,LL,AD
030_MULTIS057-1,LL,MD
031_MULTIS057-1,LA,PP
032_MULTIS057-1,LA,PC
034_MULTIS057-1,LA,PD
035_MULTIS057-1,LL,PD
037_MULTIS057-1,UL,PC
039_MULTIS057-1,UL,PD
040_MULTIS057-1,UL,PP
041_MULTIS057-1,LL,PP
042_MULTIS057-1,LL,PC
044_MULTIS057-1,UA,PP
045_MULTIS057-1,UA,PC
047_MULTIS057-1,UA,PD
048_MULTIS057-1,UL,AP
049_MULTIS057-1,UL,AC
051_MULTIS057-1,UL,AD
052_MULTIS057-1,UL,LP
053_MULTIS057-1,UL,LC
054_MULTIS057-1,UL,LD
056_MULTIS057-1,UL,MP
057_MULTIS057-1,UL,MC
058_MULTIS057-1,UL,MD
059_MULTIS057-1,LL,AP
060_MULTIS057-1,LL,AC
062_MULTIS057-1,LL,MP
063_MULTIS057-1,LL,MC
