Name,Extremity,Position
002_MULTIS012-1,UA,AP
003_MULTIS012-1,UA,AC
005_MULTIS012-1,UA,AD
006_MULTIS012-1,UA,LP
007_MULTIS012-1,UA,LC
008_MULTIS012-1,UA,LD
009_MULTIS012-1,UA,MP
010_MULTIS012-1,UA,MC
011_MULTIS012-1,UA,MD
013_MULTIS012-1,LA,AP
019_MULTIS012-1,LA,AC
021_MULTIS012-1,LA,AD
023_MULTIS012-1,LA,LP
024_MULTIS012-1,LA,LC
025_MULTIS012-1,LA,LD
028_MULTIS012-1,LA,MC
030_MULTIS012-1,LA,MD
033_MULTIS012-1,LA,MP
034_MULTIS012-1,LL,LP
035_MULTIS012-1,LL,LC
036_MULTIS012-1,LL,LD
037_MULTIS012-1,LL,AD
038_MULTIS012-1,LL,MD
039_MULTIS012-1,LA,PP
040_MULTIS012-1,LA,PC
042_MULTIS012-1,LA,PD
043_MULTIS012-1,LL,PD
046_MULTIS012-1,UL,PP
047_MULTIS012-1,UL,PC
049_MULTIS012-1,UL,PD
050_MULTIS012-1,LL,PP
051_MULTIS012-1,LL,PC
053_MULTIS012-1,UA,PP
054_MULTIS012-1,UA,PC
056_MULTIS012-1,UA,PD
059_MULTIS012-1,UL,AP
060_MULTIS012-1,UL,AC
062_MULTIS012-1,UL,AD
063_MULTIS012-1,UL,LP
065_MULTIS012-1,UL,LC
066_MULTIS012-1,UL,LD
067_MULTIS012-1,UL,MP
068_MULTIS012-1,UL,MC
069_MULTIS012-1,UL,MD
072_MULTIS012-1,LL,AP
073_MULTIS012-1,LL,AC
078_MULTIS012-1,LL,MP
079_MULTIS012-1,LL,MC
