Name,Extremity,Position
001_MULTIS048-1,UA,AP
002_MULTIS048-1,UA,AC
004_MULTIS048-1,UA,AD
005_MULTIS048-1,UA,LP
006_MULTIS048-1,UA,LC
007_MULTIS048-1,UA,LD
008_MULTIS048-1,UA,MP
009_MULTIS048-1,UA,MC
010_MULTIS048-1,UA,MD
011_MULTIS048-1,LA,AP
012_MULTIS048-1,LA,AC
016_MULTIS048-1,LA,AD
017_MULTIS048-1,LA,LP
018_MULTIS048-1,LA,LC
019_MULTIS048-1,LA,LD
020_MULTIS048-1,LA,MP
021_MULTIS048-1,LA,MC
022_MULTIS048-1,LA,MD
023_MULTIS048-1,LL,LP
024_MULTIS048-1,LL,LC
025_MULTIS048-1,LL,LD
026_MULTIS048-1,LL,AD
027_MULTIS048-1,LL,MD
028_MULTIS048-1,LA,PP
029_MULTIS048-1,LA,PC
031_MULTIS048-1,LA,PD
032_MULTIS048-1,LL,PD
033_MULTIS048-1,UL,PP
034_MULTIS048-1,UL,PC
036_MULTIS048-1,UL,PD
037_MULTIS048-1,LL,PP
038_MULTIS048-1,LL,PC
040_MULTIS048-1,UA,PP
041_MULTIS048-1,UA,PC
043_MULTIS048-1,UA,PD
044_MULTIS048-1,UL,AP
045_MULTIS048-1,UL,AC
047_MULTIS048-1,UL,AD
048_MULTIS048-1,UL,LP
049_MULTIS048-1,UL,LC
050_MULTIS048-1,UL,LD
051_MULTIS048-1,UL,MP
052_MULTIS048-1,UL,MC
053_MULTIS048-1,UL,MD
054_MULTIS048-1,LL,AP
055_MULTIS048-1,LL,AC
057_MULTIS048-1,LL,MP
058_MULTIS048-1,LL,MC
