Name,Extremity,Position
001_MULTIS073-1,UA,AP
002_MULTIS073-1,UA,AC
004_MULTIS073-1,UA,AD
005_MULTIS073-1,UA,LP
006_MULTIS073-1,UA,LC
007_MULTIS073-1,UA,LD
008_MULTIS073-1,UA,MP
009_MULTIS073-1,UA,MC
010_MULTIS073-1,UA,MD
011_MULTIS073-1,LA,AP
012_MULTIS073-1,LA,AC
014_MULTIS073-1,LA,AD
015_MULTIS073-1,LA,LP
016_MULTIS073-1,LA,LC
017_MULTIS073-1,LA,LD
018_MULTIS073-1,LA,MP
019_MULTIS073-1,LA,MC
020_MULTIS073-1,LA,MD
021_MULTIS073-1,LL,LP
022_MULTIS073-1,LL,LC
023_MULTIS073-1,LL,LD
024_MULTIS073-1,LL,AD
025_MULTIS073-1,LL,MD
027_MULTIS073-1,LA,PP
028_MULTIS073-1,LA,PC
030_MULTIS073-1,LA,PD
032_MULTIS073-1,LL,PD
033_MULTIS073-1,UL,PP
034_MULTIS073-1,UL,PC
036_MULTIS073-1,UL,PD
037_MULTIS073-1,LL,PP
038_MULTIS073-1,LL,PC
040_MULTIS073-1,UA,PP
042_MULTIS073-1,UA,PC
045_MULTIS073-1,UA,PD
046_MULTIS073-1,UL,AP
047_MULTIS073-1,UL,AC
049_MULTIS073-1,UL,AD
050_MULTIS073-1,UL,LP
051_MULTIS073-1,UL,LC
052_MULTIS073-1,UL,LD
053_MULTIS073-1,UL,MP
054_MULTIS073-1,UL,MC
055_MULTIS073-1,UL,MD
056_MULTIS073-1,LL,AP
057_MULTIS073-1,LL,AC
060_MULTIS073-1,LL,MP
061_MULTIS073-1,LL,MC
