Name,Extremity,Position
001_MULTIS058-1,UA,AP
002_MULTIS058-1,UA,AC
004_MULTIS058-1,UA,AD
005_MULTIS058-1,UA,LP
006_MULTIS058-1,UA,LC
007_MULTIS058-1,UA,LD
009_MULTIS058-1,UA,MP
010_MULTIS058-1,UA,MC
011_MULTIS058-1,UA,MD
012_MULTIS058-1,LA,AP
016_MULTIS058-1,LA,AC
018_MULTIS058-1,LA,AD
019_MULTIS058-1,LA,LP
020_MULTIS058-1,LA,LC
021_MULTIS058-1,LA,LD
022_MULTIS058-1,LA,MP
023_MULTIS058-1,LA,MC
024_MULTIS058-1,LA,MD
025_MULTIS058-1,LL,LP
026_MULTIS058-1,LL,LC
028_MULTIS058-1,LL,LD
029_MULTIS058-1,LL,AD
030_MULTIS058-1,LL,MD
031_MULTIS058-1,LA,PP
032_MULTIS058-1,LA,PC
034_MULTIS058-1,LA,PD
035_MULTIS058-1,LL,PD
036_MULTIS058-1,UL,PP
037_MULTIS058-1,UL,PC
039_MULTIS058-1,UL,PD
040_MULTIS058-1,LL,PP
041_MULTIS058-1,LL,PC
044_MULTIS058-1,UA,PP
045_MULTIS058-1,UA,PC
047_MULTIS058-1,UA,PD
048_MULTIS058-1,UL,AP
049_MULTIS058-1,UL,AC
051_MULTIS058-1,UL,AD
052_MULTIS058-1,UL,LP
053_MULTIS058-1,UL,LC
054_MULTIS058-1,UL,LD
055_MULTIS058-1,UL,MP
056_MULTIS058-1,UL,MC
057_MULTIS058-1,UL,MD
059_MULTIS058-1,LL,AP
060_MULTIS058-1,LL,AC
062_MULTIS058-1,LL,MP
063_MULTIS058-1,LL,MC
