Name,Extremity,Position
001_MULTIS002-1,UA,AP
002_MULTIS002-1,UA,AC
004_MULTIS002-1,UA,AD
005_MULTIS002-1,LA,AP
006_MULTIS002-1,LA,AC
010_MULTIS002-1,LA,AD
011_MULTIS002-1,LL,AD
012_MULTIS002-1,LL,LD
013_MULTIS002-1,LL,MD
014_MULTIS002-1,UA,LP
015_MULTIS002-1,UA,LC
016_MULTIS002-1,UA,LD
017_MULTIS002-1,LA,LP
018_MULTIS002-1,LA,LC
019_MULTIS002-1,LA,LD
020_MULTIS002-1,UA,MP
021_MULTIS002-1,UA,MC
022_MULTIS002-1,UA,MD
023_MULTIS002-1,LA,MP
025_MULTIS002-1,LA,MC
026_MULTIS002-1,LA,MD
027_MULTIS002-1,LA,PP
028_MULTIS002-1,LA,PC
030_MULTIS002-1,LA,PD
031_MULTIS002-1,LL,PD
033_MULTIS002-1,UA,PP
034_MULTIS002-1,UA,PC
036_MULTIS002-1,UA,PD
037_MULTIS002-1,UL,PP
038_MULTIS002-1,UL,PC
040_MULTIS002-1,UL,PD
042_MULTIS002-1,LL,PP
045_MULTIS002-1,LL,PC
047_MULTIS002-1,UL,AP
048_MULTIS002-1,UL,AC
050_MULTIS002-1,UL,AD
052_MULTIS002-1,LL,AP
053_MULTIS002-1,LL,AC
056_MULTIS002-1,UL,LP
057_MULTIS002-1,UL,LC
058_MULTIS002-1,UL,LD
060_MULTIS002-1,LL,LP
061_MULTIS002-1,LL,LC
062_MULTIS002-1,UL,MP
063_MULTIS002-1,UL,MC
064_MULTIS002-1,UL,MD
065_MULTIS002-1,LL,MP
066_MULTIS002-1,LL,MC
