Name,Extremity,Position
001_MULTIS069-1,UA,AP
002_MULTIS069-1,UA,AC
004_MULTIS069-1,UA,AD
005_MULTIS069-1,UA,LP
006_MULTIS069-1,UA,LC
007_MULTIS069-1,UA,LD
008_MULTIS069-1,UA,MP
009_MULTIS069-1,UA,MC
010_MULTIS069-1,UA,MD
011_MULTIS069-1,LA,AP
012_MULTIS069-1,LA,AC
014_MULTIS069-1,LA,AD
015_MULTIS069-1,LA,LP
016_MULTIS069-1,LA,LC
017_MULTIS069-1,LA,LD
018_MULTIS069-1,LA,MP
019_MULTIS069-1,LA,MC
020_MULTIS069-1,LA,MD
021_MULTIS069-1,LL,LP
022_MULTIS069-1,LL,LC
023_MULTIS069-1,LL,LD
024_MULTIS069-1,LL,AD
025_MULTIS069-1,LL,MD
026_MULTIS069-1,LA,PP
027_MULTIS069-1,LA,PC
029_MULTIS069-1,LA,PD
030_MULTIS069-1,LL,PD
031_MULTIS069-1,UL,PP
032_MULTIS069-1,UL,PC
034_MULTIS069-1,UL,PD
035_MULTIS069-1,LL,PP
036_MULTIS069-1,LL,PC
038_MULTIS069-1,UA,PP
040_MULTIS069-1,UA,PC
042_MULTIS069-1,UA,PD
043_MULTIS069-1,UL,AP
044_MULTIS069-1,UL,AC
046_MULTIS069-1,UL,AD
047_MULTIS069-1,UL,LP
048_MULTIS069-1,UL,LC
049_MULTIS069-1,UL,LD
050_MULTIS069-1,UL,MP
051_MULTIS069-1,UL,MC
052_MULTIS069-1,UL,MD
053_MULTIS069-1,LL,AP
054_MULTIS069-1,LL,AC
056_MULTIS069-1,LL,MP
057_MULTIS069-1,LL,MC
