Name,Extremity,Position
001_MULTIS023-1,UA,AP
002_MULTIS023-1,UA,AC
004_MULTIS023-1,UA,AD
005_MULTIS023-1,UA,LP
006_MULTIS023-1,UA,LC
007_MULTIS023-1,UA,LD
008_MULTIS023-1,UA,MP
009_MULTIS023-1,UA,MC
010_MULTIS023-1,UA,MD
011_MULTIS023-1,LA,AP
012_MULTIS023-1,LA,AC
014_MULTIS023-1,LA,AD
015_MULTIS023-1,LA,LP
016_MULTIS023-1,LA,LC
017_MULTIS023-1,LA,LD
018_MULTIS023-1,LA,MP
019_MULTIS023-1,LA,MC
020_MULTIS023-1,LA,MD
021_MULTIS023-1,LL,LP
022_MULTIS023-1,LL,LC
023_MULTIS023-1,LL,LD
024_MULTIS023-1,LL,AD
025_MULTIS023-1,LL,MD
026_MULTIS023-1,LA,PP
027_MULTIS023-1,LA,PC
029_MULTIS023-1,LA,PD
030_MULTIS023-1,LL,PD
031_MULTIS023-1,UL,PP
032_MULTIS023-1,UL,PC
034_MULTIS023-1,UL,PD
035_MULTIS023-1,LL,PP
036_MULTIS023-1,LL,PC
039_MULTIS023-1,UA,PP
041_MULTIS023-1,UA,PC
045_MULTIS023-1,UA,PD
046_MULTIS023-1,UL,AP
047_MULTIS023-1,UL,AC
049_MULTIS023-1,UL,AD
050_MULTIS023-1,UL,LP
051_MULTIS023-1,UL,LC
052_MULTIS023-1,UL,LD
054_MULTIS023-1,UL,MP
055_MULTIS023-1,UL,MC
056_MULTIS023-1,UL,MD
057_MULTIS023-1,LL,AP
058_MULTIS023-1,LL,AC
061_MULTIS023-1,LL,MP
062_MULTIS023-1,LL,MC
