Name,Extremity,Position
001_MULTIS011-1,UA,AP
002_MULTIS011-1,UA,AC
004_MULTIS011-1,UA,AD
005_MULTIS011-1,UA,LP
006_MULTIS011-1,UA,LC
007_MULTIS011-1,UA,LD
008_MULTIS011-1,UA,MP
009_MULTIS011-1,UA,MC
010_MULTIS011-1,UA,MD
011_MULTIS011-1,LA,AD
012_MULTIS011-1,LA,AC
014_MULTIS011-1,LA,AP
015_MULTIS011-1,LA,LD
016_MULTIS011-1,LA,LC
017_MULTIS011-1,LA,LP
018_MULTIS011-1,LA,MD
020_MULTIS011-1,LA,MC
021_MULTIS011-1,LA,MP
022_MULTIS011-1,LL,LP
023_MULTIS011-1,LL,LC
024_MULTIS011-1,LL,LD
026_MULTIS011-1,LL,AD
027_MULTIS011-1,LL,MD
029_MULTIS011-1,LA,PD
032_MULTIS011-1,LA,PC
034_MULTIS011-1,LA,PP
035_MULTIS011-1,LL,PD
037_MULTIS011-1,UL,PP
038_MULTIS011-1,UL,PC
040_MULTIS011-1,UL,PD
041_MULTIS011-1,LL,PP
042_MULTIS011-1,LL,PC
044_MULTIS011-1,UA,PP
045_MULTIS011-1,UA,PC
047_MULTIS011-1,UA,PD
050_MULTIS011-1,UL,AP
051_MULTIS011-1,UL,AC
053_MULTIS011-1,UL,AD
054_MULTIS011-1,UL,LP
055_MULTIS011-1,UL,LC
056_MULTIS011-1,UL,LD
057_MULTIS011-1,UL,MP
058_MULTIS011-1,UL,MC
059_MULTIS011-1,UL,MD
060_MULTIS011-1,LL,AP
061_MULTIS011-1,LL,AC
064_MULTIS011-1,LL,MP
065_MULTIS011-1,LL,MC
