Name,Extremity,Position
001_MULTIS062-1,UA,AP
002_MULTIS062-1,UA,AC
004_MULTIS062-1,UA,AD
005_MULTIS062-1,UA,LP
006_MULTIS062-1,UA,LC
007_MULTIS062-1,UA,LD
008_MULTIS062-1,UA,MP
009_MULTIS062-1,UA,MC
010_MULTIS062-1,UA,MD
011_MULTIS062-1,LA,AP
014_MULTIS062-1,LA,AC
016_MULTIS062-1,LA,AD
017_MULTIS062-1,LA,LP
018_MULTIS062-1,LA,LC
019_MULTIS062-1,LA,LD
021_MULTIS062-1,LA,MP
022_MULTIS062-1,LA,MC
025_MULTIS062-1,LA,MD
026_MULTIS062-1,LL,LP
027_MULTIS062-1,LL,LC
029_MULTIS062-1,LL,LD
030_MULTIS062-1,LL,AD
031_MULTIS062-1,LL,MD
032_MULTIS062-1,LA,PP
033_MULTIS062-1,LA,PC
035_MULTIS062-1,LA,PD
036_MULTIS062-1,LL,PD
037_MULTIS062-1,UL,PP
038_MULTIS062-1,UL,PC
040_MULTIS062-1,UL,PD
041_MULTIS062-1,LL,PP
042_MULTIS062-1,LL,PC
044_MULTIS062-1,UA,PP
045_MULTIS062-1,UA,PC
047_MULTIS062-1,UA,PD
048_MULTIS062-1,UL,AP
049_MULTIS062-1,UL,AC
051_MULTIS062-1,UL,AD
052_MULTIS062-1,UL,LP
053_MULTIS062-1,UL,LC
054_MULTIS062-1,UL,LD
055_MULTIS062-1,UL,MP
056_MULTIS062-1,UL,MC
057_MULTIS062-1,UL,MD
059_MULTIS062-1,LL,AP
060_MULTIS062-1,LL,AC
062_MULTIS062-1,LL,MP
063_MULTIS062-1,LL,MC
