Name,Extremity,Position
001_MULTIS015-1,UA,AP
002_MULTIS015-1,UA,AC
004_MULTIS015-1,UA,AD
005_MULTIS015-1,UA,LP
006_MULTIS015-1,UA,LC
007_MULTIS015-1,UA,LD
009_MULTIS015-1,UA,MP
010_MULTIS015-1,UA,MC
011_MULTIS015-1,UA,MD
012_MULTIS015-1,LA,AP
013_MULTIS015-1,LA,AC
015_MULTIS015-1,LA,AD
016_MULTIS015-1,LA,LP
017_MULTIS015-1,LA,LC
018_MULTIS015-1,LA,LD
019_MULTIS015-1,LA,MP
020_MULTIS015-1,LA,MC
021_MULTIS015-1,LA,MD
022_MULTIS015-1,LL,LP
023_MULTIS015-1,LL,LC
024_MULTIS015-1,LL,LD
025_MULTIS015-1,LL,AD
026_MULTIS015-1,LA,PP
027_MULTIS015-1,LA,PC
029_MULTIS015-1,LA,PD
030_MULTIS015-1,LL,PD
031_MULTIS015-1,UL,PP
032_MULTIS015-1,UL,PC
034_MULTIS015-1,UL,PD
035_MULTIS015-1,LL,PP
038_MULTIS015-1,LL,PC
041_MULTIS015-1,UA,PP
042_MULTIS015-1,UA,PC
045_MULTIS015-1,UA,PD
046_MULTIS015-1,UL,AP
047_MULTIS015-1,UL,AC
050_MULTIS015-1,UL,AD
051_MULTIS015-1,UL,LP
052_MULTIS015-1,UL,LC
053_MULTIS015-1,UL,LD
054_MULTIS015-1,UL,MP
055_MULTIS015-1,UL,MC
056_MULTIS015-1,UL,MD
057_MULTIS015-1,LL,AP
058_MULTIS015-1,LL,AC
060_MULTIS015-1,LL,MP
061_MULTIS015-1,LL,MC
063_MULTIS015-1,LL,MD
