Name,Extremity,Position
002_MULTIS010-1,UA,AP
003_MULTIS010-1,UA,AC
006_MULTIS010-1,UA,AD
007_MULTIS010-1,UA,LP
008_MULTIS010-1,UA,LC
009_MULTIS010-1,UA,LD
010_MULTIS010-1,UA,MP
011_MULTIS010-1,UA,MC
013_MULTIS010-1,UA,MD
014_MULTIS010-1,LA,AP
015_MULTIS010-1,LA,AC
017_MULTIS010-1,LA,AD
018_MULTIS010-1,LA,LP
019_MULTIS010-1,LA,LC
020_MULTIS010-1,LA,LD
021_MULTIS010-1,LA,MP
022_MULTIS010-1,LA,MC
024_MULTIS010-1,LA,MD
025_MULTIS010-1,LL,LP
026_MULTIS010-1,LL,LC
027_MULTIS010-1,LL,LD
028_MULTIS010-1,LL,AD
032_MULTIS010-1,LA,PP
034_MULTIS010-1,LA,PC
036_MULTIS010-1,LA,PD
037_MULTIS010-1,LL,MD
038_MULTIS010-1,LL,PD
039_MULTIS010-1,UL,PP
040_MULTIS010-1,UL,PC
042_MULTIS010-1,UL,PD
043_MULTIS010-1,LL,PP
044_MULTIS010-1,LL,PC
047_MULTIS010-1,UA,PP
048_MULTIS010-1,UA,PC
050_MULTIS010-1,UA,PD
052_MULTIS010-1,UL,AP
053_MULTIS010-1,UL,AC
058_MULTIS010-1,UL,AD
059_MULTIS010-1,UL,LP
060_MULTIS010-1,UL,LC
061_MULTIS010-1,UL,LD
063_MULTIS010-1,UL,MP
064_MULTIS010-1,UL,MC
065_MULTIS010-1,UL,MD
066_MULTIS010-1,LL,AP
067_MULTIS010-1,LL,AC
069_MULTIS010-1,LL,MP
070_MULTIS010-1,LL,MC
