Name,Extremity,Position
001_MULTIS074-1,UA,AP
002_MULTIS074-1,UA,AC
004_MULTIS074-1,UA,AD
005_MULTIS074-1,UA,LP
006_MULTIS074-1,UA,LC
007_MULTIS074-1,UA,LD
008_MULTIS074-1,UA,MP
009_MULTIS074-1,UA,MC
010_MULTIS074-1,UA,MD
011_MULTIS074-1,LA,AP
012_MULTIS074-1,LA,AC
014_MULTIS074-1,LA,AD
015_MULTIS074-1,LA,LP
016_MULTIS074-1,LA,LC
017_MULTIS074-1,LA,LD
018_MULTIS074-1,LA,MP
019_MULTIS074-1,LA,MC
020_MULTIS074-1,LA,MD
022_MULTIS074-1,LL,LP
023_MULTIS074-1,LL,LC
024_MULTIS074-1,LL,LD
025_MULTIS074-1,LL,AD
026_MULTIS074-1,LL,MD
028_MULTIS074-1,LA,PP
029_MULTIS074-1,LA,PC
031_MULTIS074-1,LA,PD
032_MULTIS074-1,LL,PD
033_MULTIS074-1,UL,PP
034_MULTIS074-1,UL,PC
036_MULTIS074-1,UL,PD
037_MULTIS074-1,LL,PP
038_MULTIS074-1,LL,PC
040_MULTIS074-1,UA,PP
041_MULTIS074-1,UA,PC
043_MULTIS074-1,UA,PD
044_MULTIS074-1,UL,AP
045_MULTIS074-1,UL,AC
047_MULTIS074-1,UL,AD
048_MULTIS074-1,UL,LP
049_MULTIS074-1,UL,LC
050_MULTIS074-1,UL,LD
051_MULTIS074-1,UL,MP
052_MULTIS074-1,UL,MC
053_MULTIS074-1,UL,MD
055_MULTIS074-1,LL,AP
056_MULTIS074-1,LL,AC
058_MULTIS074-1,LL,MP
059_MULTIS074-1,LL,MC
