Name,Extremity,Position
002_MULTIS078-1,UA,AP
003_MULTIS078-1,UA,AC
005_MULTIS078-1,UA,AD
006_MULTIS078-1,UA,LP
007_MULTIS078-1,UA,LC
008_MULTIS078-1,UA,LD
009_MULTIS078-1,UA,MP
010_MULTIS078-1,UA,MC
011_MULTIS078-1,UA,MD
013_MULTIS078-1,LA,AP
014_MULTIS078-1,LA,AC
016_MULTIS078-1,LA,AD
017_MULTIS078-1,LA,LP
018_MULTIS078-1,LA,LC
019_MULTIS078-1,LA,LD
020_MULTIS078-1,LA,MP
021_MULTIS078-1,LA,MC
022_MULTIS078-1,LA,MD
023_MULTIS078-1,LL,LP
024_MULTIS078-1,LL,LC
025_MULTIS078-1,LL,LD
026_MULTIS078-1,LL,AD
027_MULTIS078-1,LL,MD
028_MULTIS078-1,LA,PP
029_MULTIS078-1,LA,PC
031_MULTIS078-1,LA,PD
032_MULTIS078-1,LL,PD
033_MULTIS078-1,UL,PP
034_MULTIS078-1,UL,PC
036_MULTIS078-1,UL,PD
037_MULTIS078-1,LL,PP
038_MULTIS078-1,LL,PC
041_MULTIS078-1,UA,PP
042_MULTIS078-1,UA,PC
045_MULTIS078-1,UA,PD
046_MULTIS078-1,UL,AP
047_MULTIS078-1,UL,AC
049_MULTIS078-1,UL,AD
050_MULTIS078-1,UL,LP
051_MULTIS078-1,UL,LC
052_MULTIS078-1,UL,LD
053_MULTIS078-1,UL,MP
054_MULTIS078-1,UL,MC
055_MULTIS078-1,UL,MD
057_MULTIS078-1,LL,AP
059_MULTIS078-1,LL,AC
061_MULTIS078-1,LL,MP
062_MULTIS078-1,LL,MC
