Name,Extremity,Position
001_MULTIS047-1,UA,AP
002_MULTIS047-1,UA,AC
004_MULTIS047-1,UA,AD
005_MULTIS047-1,UA,LP
006_MULTIS047-1,UA,LC
007_MULTIS047-1,UA,LD
008_MULTIS047-1,UA,MP
009_MULTIS047-1,UA,MC
010_MULTIS047-1,UA,MD
011_MULTIS047-1,LA,AP
012_MULTIS047-1,LA,AC
014_MULTIS047-1,LA,AD
015_MULTIS047-1,LA,LP
016_MULTIS047-1,LA,LC
017_MULTIS047-1,LA,LD
018_MULTIS047-1,LA,MP
019_MULTIS047-1,LA,MC
020_MULTIS047-1,LA,MD
021_MULTIS047-1,LL,LP
022_MULTIS047-1,LL,LC
023_MULTIS047-1,LL,LD
024_MULTIS047-1,LL,AD
025_MULTIS047-1,LL,MD
027_MULTIS047-1,LA,PP
028_MULTIS047-1,LA,PC
030_MULTIS047-1,LA,PD
031_MULTIS047-1,LL,PD
032_MULTIS047-1,UL,PP
033_MULTIS047-1,UL,PC
035_MULTIS047-1,UL,PD
036_MULTIS047-1,LL,PP
037_MULTIS047-1,LL,PC
039_MULTIS047-1,UA,PP
040_MULTIS047-1,UA,PC
042_MULTIS047-1,UA,PD
049_MULTIS047-1,UL,AP
050_MULTIS047-1,UL,AC
052_MULTIS047-1,UL,AD
053_MULTIS047-1,UL,LP
054_MULTIS047-1,UL,LC
055_MULTIS047-1,UL,LD
056_MULTIS047-1,UL,MP
057_MULTIS047-1,UL,MC
058_MULTIS047-1,UL,MD
060_MULTIS047-1,LL,AP
061_MULTIS047-1,LL,AC
063_MULTIS047-1,LL,MP
064_MULTIS047-1,LL,MC
