Name,Extremity,Position
001_MULTIS036-1,UA,AP
002_MULTIS036-1,UA,AC
004_MULTIS036-1,UA,AD
005_MULTIS036-1,UA,LP
006_MULTIS036-1,UA,LC
007_MULTIS036-1,UA,LD
008_MULTIS036-1,UA,MP
009_MULTIS036-1,UA,MC
010_MULTIS036-1,UA,MD
011_MULTIS036-1,LA,AP
012_MULTIS036-1,LA,AC
015_MULTIS036-1,LA,AD
016_MULTIS036-1,LA,LP
017_MULTIS036-1,LA,LC
018_MULTIS036-1,LA,LD
019_MULTIS036-1,LA,MP
020_MULTIS036-1,LA,MC
021_MULTIS036-1,LA,MD
022_MULTIS036-1,LL,LP
023_MULTIS036-1,LL,LC
024_MULTIS036-1,LL,LD
025_MULTIS036-1,LL,AD
026_MULTIS036-1,LL,MD
027_MULTIS036-1,LA,PP
028_MULTIS036-1,LA,PC
030_MULTIS036-1,LA,PD
031_MULTIS036-1,LL,PD
032_MULTIS036-1,UL,PP
033_MULTIS036-1,UL,PC
037_MULTIS036-1,UL,PD
038_MULTIS036-1,LL,PP
039_MULTIS036-1,LL,PC
041_MULTIS036-1,UA,PP
042_MULTIS036-1,UA,PC
044_MULTIS036-1,UA,PD
045_MULTIS036-1,UL,AP
048_MULTIS036-1,UL,AC
050_MULTIS036-1,UL,AD
051_MULTIS036-1,UL,LP
052_MULTIS036-1,UL,LC
053_MULTIS036-1,UL,LD
054_MULTIS036-1,UL,MP
055_MULTIS036-1,UL,MC
056_MULTIS036-1,UL,MD
057_MULTIS036-1,LL,AP
058_MULTIS036-1,LL,AC
060_MULTIS036-1,LL,MP
061_MULTIS036-1,LL,MC
