Name,Extremity,Position
001_MULTIS070-1,UA,AP
002_MULTIS070-1,UA,AC
004_MULTIS070-1,UA,AD
005_MULTIS070-1,UA,LD
006_MULTIS070-1,UA,MP
007_MULTIS070-1,UA,MC
008_MULTIS070-1,UA,MD
009_MULTIS070-1,LA,AP
010_MULTIS070-1,LA,AC
012_MULTIS070-1,LA,AD
013_MULTIS070-1,LA,LP
014_MULTIS070-1,LA,LC
015_MULTIS070-1,LA,LD
016_MULTIS070-1,LA,MP
017_MULTIS070-1,LA,MC
018_MULTIS070-1,LA,MD
019_MULTIS070-1,LL,LP
020_MULTIS070-1,LL,LC
021_MULTIS070-1,LL,LD
022_MULTIS070-1,LL,AD
023_MULTIS070-1,LL,MD
024_MULTIS070-1,LA,PP
025_MULTIS070-1,LA,PC
028_MULTIS070-1,LA,PD
029_MULTIS070-1,LL,PD
030_MULTIS070-1,UL,PP
031_MULTIS070-1,UL,PC
033_MULTIS070-1,UL,PD
034_MULTIS070-1,LL,PP
035_MULTIS070-1,LL,PC
037_MULTIS070-1,UA,PP
038_MULTIS070-1,UA,PC
040_MULTIS070-1,UA,PD
041_MULTIS070-1,UA,LP
042_MULTIS070-1,UA,LC
043_MULTIS070-1,UL,AP
044_MULTIS070-1,UL,AC
046_MULTIS070-1,UL,AD
047_MULTIS070-1,UL,LP
048_MULTIS070-1,UL,LC
049_MULTIS070-1,UL,LD
051_MULTIS070-1,UL,MP
052_MULTIS070-1,UL,MC
053_MULTIS070-1,UL,MD
054_MULTIS070-1,LL,AP
055_MULTIS070-1,LL,AC
057_MULTIS070-1,LL,MP
058_MULTIS070-1,LL,MC
