Name,Extremity,Position
001_MULTIS046-1,UA,AP
002_MULTIS046-1,UA,AC
004_MULTIS046-1,UA,AD
005_MULTIS046-1,UA,LC
006_MULTIS046-1,UA,LD
007_MULTIS046-1,UA,MP
008_MULTIS046-1,UA,MC
009_MULTIS046-1,UA,MD
010_MULTIS046-1,LA,AP
011_MULTIS046-1,LA,AC
013_MULTIS046-1,LA,AD
014_MULTIS046-1,LA,LP
015_MULTIS046-1,LA,LC
016_MULTIS046-1,LA,LD
017_MULTIS046-1,LA,MP
018_MULTIS046-1,LA,MC
019_MULTIS046-1,LA,MD
020_MULTIS046-1,LL,LP
021_MULTIS046-1,LL,LC
022_MULTIS046-1,LL,LD
023_MULTIS046-1,LL,AD
024_MULTIS046-1,LL,MD
025_MULTIS046-1,LA,PP
026_MULTIS046-1,LA,PC
028_MULTIS046-1,LA,PD
029_MULTIS046-1,LL,PD
030_MULTIS046-1,UL,PP
031_MULTIS046-1,UL,PC
033_MULTIS046-1,UL,PD
034_MULTIS046-1,LL,PP
036_MULTIS046-1,LL,PC
040_MULTIS046-1,UA,PP
041_MULTIS046-1,UA,PC
043_MULTIS046-1,UA,PD
044_MULTIS046-1,UA,LP
045_MULTIS046-1,UL,AP
046_MULTIS046-1,UL,AC
048_MULTIS046-1,UL,AD
049_MULTIS046-1,UL,LP
050_MULTIS046-1,UL,LC
051_MULTIS046-1,UL,LD
052_MULTIS046-1,UL,MP
053_MULTIS046-1,UL,MC
054_MULTIS046-1,UL,MD
055_MULTIS046-1,LL,AP
056_MULTIS046-1,LL,AC
058_MULTIS046-1,LL,MP
059_MULTIS046-1,LL,MC
