Name,Extremity,Position
014_MULTIS001-1,LL,LD
015_MULTIS001-1,LL,MD
016_MULTIS001-1,LL,AD
018_MULTIS001-1,UA,AP
019_MULTIS001-1,UA,AC
022_MULTIS001-1,UA,AD
023_MULTIS001-1,LA,AP
027_MULTIS001-1,LA,AC
030_MULTIS001-1,LA,AD
031_MULTIS001-1,UA,LP
032_MULTIS001-1,UA,LC
033_MULTIS001-1,UA,LD
034_MULTIS001-1,LA,LP
035_MULTIS001-1,LA,LC
036_MULTIS001-1,LA,LD
037_MULTIS001-1,UA,MP
038_MULTIS001-1,UA,MC
039_MULTIS001-1,UA,MD
040_MULTIS001-1,LA,MP
042_MULTIS001-1,LA,MC
043_MULTIS001-1,LA,MD
045_MULTIS001-1,LA,PP
046_MULTIS001-1,LA,PC
048_MULTIS001-1,LA,PD
049_MULTIS001-1,LL,PD
050_MULTIS001-1,UA,PP
051_MULTIS001-1,UA,PC
054_MULTIS001-1,UA,PD
056_MULTIS001-1,UL,PP
057_MULTIS001-1,UL,PC
060_MULTIS001-1,UL,PD
061_MULTIS001-1,LL,PP
062_MULTIS001-1,LL,PC
064_MULTIS001-1,UL,AP
065_MULTIS001-1,UL,AC
067_MULTIS001-1,UL,AD
068_MULTIS001-1,LL,AP
072_MULTIS001-1,LL,AC
074_MULTIS001-1,UL,LP
076_MULTIS001-1,UL,LC
078_MULTIS001-1,UL,LD
080_MULTIS001-1,LL,LP
081_MULTIS001-1,LL,LC
083_MULTIS001-1,UL,MP
084_MULTIS001-1,UL,MC
086_MULTIS001-1,UL,MD
088_MULTIS001-1,LL,MC
090_MULTIS001-1,LL,MP
