Name,Extremity,Position
001_MULTIS019-1,UA,AP
002_MULTIS019-1,UA,AC
004_MULTIS019-1,UA,AD
006_MULTIS019-1,UA,LP
007_MULTIS019-1,UA,LC
008_MULTIS019-1,UA,LD
009_MULTIS019-1,UA,MP
010_MULTIS019-1,UA,MC
011_MULTIS019-1,UA,MD
016_MULTIS019-1,LL,LP
018_MULTIS019-1,LL,LC
019_MULTIS019-1,LL,LD
020_MULTIS019-1,LL,AD
021_MULTIS019-1,LL,MD
022_MULTIS019-1,LA,AP
023_MULTIS019-1,LA,AC
027_MULTIS019-1,LA,AD
028_MULTIS019-1,LA,LP
029_MULTIS019-1,LA,LC
030_MULTIS019-1,LA,LD
031_MULTIS019-1,LA,MP
032_MULTIS019-1,LA,MC
033_MULTIS019-1,LA,MD
034_MULTIS019-1,LA,PP
035_MULTIS019-1,LA,PC
037_MULTIS019-1,LA,PD
038_MULTIS019-1,LL,PD
039_MULTIS019-1,UL,PP
040_MULTIS019-1,UL,PC
042_MULTIS019-1,UL,PD
043_MULTIS019-1,LL,PP
044_MULTIS019-1,LL,PC
047_MULTIS019-1,UA,PP
048_MULTIS019-1,UA,PC
052_MULTIS019-1,UA,PD
053_MULTIS019-1,UL,AP
054_MULTIS019-1,UL,AC
056_MULTIS019-1,UL,AD
057_MULTIS019-1,UL,LP
058_MULTIS019-1,UL,LC
059_MULTIS019-1,UL,LD
061_MULTIS019-1,UL,MP
063_MULTIS019-1,UL,MC
064_MULTIS019-1,UL,MD
065_MULTIS019-1,LL,AP
066_MULTIS019-1,LL,AC
069_MULTIS019-1,LL,MP
070_MULTIS019-1,LL,MC
