Name,Extremity,Position
002_MULTIS101-1,UA,AP
003_MULTIS101-1,UA,AC
006_MULTIS101-1,UA,AD
007_MULTIS101-1,UA,LP
008_MULTIS101-1,UA,LC
009_MULTIS101-1,UA,LD
010_MULTIS101-1,UA,MP
011_MULTIS101-1,UA,MC
012_MULTIS101-1,UA,MD
013_MULTIS101-1,LA,AP
014_MULTIS101-1,LA,AC
016_MULTIS101-1,LA,AD
017_MULTIS101-1,LA,LP
018_MULTIS101-1,LA,LC
019_MULTIS101-1,LA,LD
020_MULTIS101-1,LA,MP
021_MULTIS101-1,LA,MC
022_MULTIS101-1,LA,MD
023_MULTIS101-1,LL,LP
024_MULTIS101-1,LL,LC
025_MULTIS101-1,LL,LD
026_MULTIS101-1,LL,AD
027_MULTIS101-1,LL,MD
028_MULTIS101-1,LA,PP
029_MULTIS101-1,LA,PC
031_MULTIS101-1,LA,PD
032_MULTIS101-1,LL,PD
033_MULTIS101-1,UL,PP
034_MULTIS101-1,UL,PC
036_MULTIS101-1,UL,PD
037_MULTIS101-1,LL,PP
038_MULTIS101-1,LL,PC
040_MULTIS101-1,UA,PP
041_MULTIS101-1,UA,PC
043_MULTIS101-1,UA,PD
044_MULTIS101-1,UL,AP
045_MULTIS101-1,UL,AC
047_MULTIS101-1,UL,AD
048_MULTIS101-1,UL,LP
049_MULTIS101-1,UL,LC
050_MULTIS101-1,UL,LD
051_MULTIS101-1,UL,MP
052_MULTIS101-1,UL,MC
053_MULTIS101-1,UL,MD
054_MULTIS101-1,LL,AP
055_MULTIS101-1,LL,AC
057_MULTIS101-1,LL,MP
058_MULTIS101-1,LL,MC
