Name,Extremity,Position
002_MULTIS027-1,UA,AP
003_MULTIS027-1,UA,AC
005_MULTIS027-1,UA,AD
006_MULTIS027-1,UA,LP
007_MULTIS027-1,UA,LC
008_MULTIS027-1,UA,LD
009_MULTIS027-1,UA,MP
010_MULTIS027-1,UA,MC
013_MULTIS027-1,UA,MD
014_MULTIS027-1,LA,AP
015_MULTIS027-1,LA,AC
017_MULTIS027-1,LA,AD
018_MULTIS027-1,LA,LP
019_MULTIS027-1,LA,LC
020_MULTIS027-1,LA,LD
021_MULTIS027-1,LA,MP
022_MULTIS027-1,LA,MC
023_MULTIS027-1,LA,MD
024_MULTIS027-1,LL,LP
025_MULTIS027-1,LL,LC
026_MULTIS027-1,LL,LD
027_MULTIS027-1,LL,AD
028_MULTIS027-1,LL,MD
029_MULTIS027-1,LA,PP
030_MULTIS027-1,LA,PC
032_MULTIS027-1,LA,PD
034_MULTIS027-1,LL,PD
035_MULTIS027-1,UL,PP
036_MULTIS027-1,UL,PC
038_MULTIS027-1,UL,PD
039_MULTIS027-1,LL,PP
040_MULTIS027-1,LL,PC
042_MULTIS027-1,UA,PP
043_MULTIS027-1,UA,PC
046_MULTIS027-1,UA,PD
047_MULTIS027-1,UL,AP
048_MULTIS027-1,UL,AC
051_MULTIS027-1,UL,AD
052_MULTIS027-1,UL,LP
053_MULTIS027-1,UL,LC
054_MULTIS027-1,UL,LD
055_MULTIS027-1,UL,MP
056_MULTIS027-1,UL,MC
057_MULTIS027-1,UL,MD
058_MULTIS027-1,LL,AP
059_MULTIS027-1,LL,AC
061_MULTIS027-1,LL,MP
064_MULTIS027-1,LL,MC
