Name,Extremity,Position
001_MULTIS055-1,UA,AP
002_MULTIS055-1,UA,AC
004_MULTIS055-1,UA,AD
005_MULTIS055-1,UA,LP
006_MULTIS055-1,UA,LC
007_MULTIS055-1,UA,LD
008_MULTIS055-1,UA,MP
009_MULTIS055-1,UA,MC
010_MULTIS055-1,UA,MD
011_MULTIS055-1,LA,AP
012_MULTIS055-1,LA,AC
014_MULTIS055-1,LA,AD
015_MULTIS055-1,LA,LP
016_MULTIS055-1,LA,LC
017_MULTIS055-1,LA,LD
018_MULTIS055-1,LA,MP
019_MULTIS055-1,LA,MC
020_MULTIS055-1,LA,MD
022_MULTIS055-1,LL,LP
023_MULTIS055-1,LL,LC
024_MULTIS055-1,LL,LD
025_MULTIS055-1,LL,AD
026_MULTIS055-1,LL,MD
027_MULTIS055-1,LA,PP
028_MULTIS055-1,LA,PC
030_MULTIS055-1,LA,PD
031_MULTIS055-1,LL,PD
032_MULTIS055-1,UL,PP
033_MULTIS055-1,UL,PC
035_MULTIS055-1,UL,PD
037_MULTIS055-1,LL,PP
038_MULTIS055-1,LL,PC
040_MULTIS055-1,UA,PP
041_MULTIS055-1,UA,PC
043_MULTIS055-1,UA,PD
044_MULTIS055-1,UL,AP
045_MULTIS055-1,UL,AC
047_MULTIS055-1,UL,AD
048_MULTIS055-1,UL,LP
049_MULTIS055-1,UL,LC
050_MULTIS055-1,UL,LD
051_MULTIS055-1,UL,MP
052_MULTIS055-1,UL,MC
053_MULTIS055-1,UL,MD
054_MULTIS055-1,LL,AP
055_MULTIS055-1,LL,AC
057_MULTIS055-1,LL,MP
058_MULTIS055-1,LL,MC
