Name,Extremity,Position
001_MULTIS060-1,UA,AP
002_MULTIS060-1,UA,AC
004_MULTIS060-1,UA,AD
005_MULTIS060-1,UA,LP
006_MULTIS060-1,UA,LC
007_MULTIS060-1,UA,LD
008_MULTIS060-1,UA,MP
009_MULTIS060-1,UA,MC
010_MULTIS060-1,UA,MD
011_MULTIS060-1,LA,AP
012_MULTIS060-1,LA,AC
014_MULTIS060-1,LA,AD
015_MULTIS060-1,LA,LP
016_MULTIS060-1,LA,LC
017_MULTIS060-1,LA,LD
018_MULTIS060-1,LA,MP
019_MULTIS060-1,LA,MC
020_MULTIS060-1,LA,MD
021_MULTIS060-1,LL,LP
022_MULTIS060-1,LL,LC
023_MULTIS060-1,LL,LD
024_MULTIS060-1,LL,AD
025_MULTIS060-1,LL,MD
026_MULTIS060-1,LA,PP
027_MULTIS060-1,LA,PC
029_MULTIS060-1,LA,PD
030_MULTIS060-1,LL,PD
031_MULTIS060-1,UL,PP
032_MULTIS060-1,UL,PC
034_MULTIS060-1,UL,PD
035_MULTIS060-1,LL,PP
036_MULTIS060-1,LL,PC
038_MULTIS060-1,UA,PP
039_MULTIS060-1,UA,PC
041_MULTIS060-1,UA,PD
042_MULTIS060-1,UL,AP
043_MULTIS060-1,UL,AC
045_MULTIS060-1,UL,AD
046_MULTIS060-1,UL,LP
047_MULTIS060-1,UL,LC
048_MULTIS060-1,UL,LD
049_MULTIS060-1,UL,MP
050_MULTIS060-1,UL,MC
051_MULTIS060-1,UL,MD
052_MULTIS060-1,LL,AP
053_MULTIS060-1,LL,AC
055_MULTIS060-1,LL,MP
056_MULTIS060-1,LL,MC
