Name,Extremity,Position
001_MULTIS034-1,UA,AP
002_MULTIS034-1,UA,AC
005_MULTIS034-1,UA,AD
006_MULTIS034-1,UA,LP
007_MULTIS034-1,UA,LC
008_MULTIS034-1,UA,LD
009_MULTIS034-1,UA,MP
010_MULTIS034-1,UA,MC
011_MULTIS034-1,UA,MD
012_MULTIS034-1,LA,AP
013_MULTIS034-1,LA,AC
015_MULTIS034-1,LA,AD
016_MULTIS034-1,LA,LP
017_MULTIS034-1,LA,LC
018_MULTIS034-1,LA,LD
019_MULTIS034-1,LA,MP
020_MULTIS034-1,LA,MC
021_MULTIS034-1,LA,MD
022_MULTIS034-1,LL,LP
023_MULTIS034-1,LL,LC
024_MULTIS034-1,LL,LD
025_MULTIS034-1,LL,AD
026_MULTIS034-1,LL,MD
027_MULTIS034-1,LA,PP
028_MULTIS034-1,LA,PC
030_MULTIS034-1,LA,PD
031_MULTIS034-1,LL,PD
033_MULTIS034-1,UL,PP
034_MULTIS034-1,UL,PC
036_MULTIS034-1,UL,PD
037_MULTIS034-1,LL,PP
039_MULTIS034-1,LL,PC
041_MULTIS034-1,UA,PP
042_MULTIS034-1,UA,PC
044_MULTIS034-1,UA,PD
045_MULTIS034-1,UL,AP
046_MULTIS034-1,UL,AC
048_MULTIS034-1,UL,AD
049_MULTIS034-1,UL,LP
050_MULTIS034-1,UL,LC
051_MULTIS034-1,UL,LD
052_MULTIS034-1,UL,MP
053_MULTIS034-1,UL,MC
054_MULTIS034-1,UL,MD
055_MULTIS034-1,LL,AP
056_MULTIS034-1,LL,AC
058_MULTIS034-1,LL,MP
059_MULTIS034-1,LL,MC
