Name,Extremity,Position
001_MULTIS006-1,UA,AP
002_MULTIS006-1,UA,AC
004_MULTIS006-1,UA,AD
005_MULTIS006-1,UA,LP
006_MULTIS006-1,UA,LC
007_MULTIS006-1,UA,LD
008_MULTIS006-1,UA,MP
009_MULTIS006-1,UA,MC
010_MULTIS006-1,UA,MD
011_MULTIS006-1,LA,AP
012_MULTIS006-1,LA,AC
014_MULTIS006-1,LA,AD
015_MULTIS006-1,LA,LP
016_MULTIS006-1,LA,LC
017_MULTIS006-1,LA,LD
018_MULTIS006-1,LA,MP
019_MULTIS006-1,LA,MC
020_MULTIS006-1,LA,MD
021_MULTIS006-1,LL,LP
022_MULTIS006-1,LL,LC
023_MULTIS006-1,LL,LD
024_MULTIS006-1,LL,AD
025_MULTIS006-1,LL,MD
026_MULTIS006-1,LA,PD
027_MULTIS006-1,LA,PC
029_MULTIS006-1,LA,PP
030_MULTIS006-1,LL,PD
032_MULTIS006-1,UL,PC
035_MULTIS006-1,UL,PD
036_MULTIS006-1,UL,PP
037_MULTIS006-1,LL,PP
038_MULTIS006-1,LL,PC
040_MULTIS006-1,UA,PP
041_MULTIS006-1,UA,PC
043_MULTIS006-1,UA,PD
044_MULTIS006-1,UL,AP
045_MULTIS006-1,UL,AC
048_MULTIS006-1,UL,AD
049_MULTIS006-1,UL,LP
050_MULTIS006-1,UL,LC
052_MULTIS006-1,UL,LD
054_MULTIS006-1,UL,MP
055_MULTIS006-1,UL,MC
056_MULTIS006-1,UL,MD
057_MULTIS006-1,LL,AP
058_MULTIS006-1,LL,AC
060_MULTIS006-1,LL,MP
062_MULTIS006-1,LL,MC
