Name,Skin,Fat,Muscle
001_MULTIS099-1,0.741742658065,4.45045594839,18.3153379414
002_MULTIS099-1,0.684685530521,4.19369887444,29.869406269
004_MULTIS099-1,0.824180177792,3.42342765261,30.9820202561
005_MULTIS099-1,1.44544562184,6.6186194263,22.2142169251
006_MULTIS099-1,1.29329345112,10.4984997797,16.5085105231
007_MULTIS099-1,1.06506519504,8.21621721886,22.8228256079
008_MULTIS099-1,0.999604206452,9.91842436129,14.8443532387
009_MULTIS099-1,0.865365883871,7.58859313548,14.6446534194
010_MULTIS099-1,0.732232670968,7.78829295484,19.3708824774
011_MULTIS099-1,0.656527701489,4.26026078015,21.7577604129
012_MULTIS099-1,0.95016106861,4.23251878449,14.6921841707
014_MULTIS099-1,1.02702715236,1.82582604864,12.0960975722
015_MULTIS099-1,1.1126139871,5.47748424417,29.2703064298
016_MULTIS099-1,1.10310323772,4.83083142035,6.96096181042
017_MULTIS099-1,1.1126139871,1.62612813499,5.10661291514
018_MULTIS099-1,1.18906029901,7.98798896278,21.3013039007
019_MULTIS099-1,0.891796217122,5.42042711663,17.9159380486
020_MULTIS099-1,1.04499794777,2.53904217568,7.1606695067
021_MULTIS099-1,1.06506519504,9.58558675533,20.2362387057
022_MULTIS099-1,1.1126139871,11.6396540189,23.9639935682
023_MULTIS099-1,1.48348366452,8.44444547494,4.33633686551
024_MULTIS099-1,0.865365883871,5.59159494194,21.3013140645
025_MULTIS099-1,1.53035375844,11.924930001,31.9044179851
026_MULTIS099-1,0.998499096774,7.18919349677,15.9094189419
027_MULTIS099-1,1.04604547494,4.46946702928,12.0295229618
029_MULTIS099-1,0.855856913151,4.42192738462,5.13514147891
030_MULTIS099-1,1.42642755335,5.89590055385,33.2833095782
031_MULTIS099-1,1.93994894293,22.1477504318,46.5587746303
032_MULTIS099-1,1.55679008189,18.2678525459,51.2469845757
034_MULTIS099-1,1.16089935484,10.8027680397,53.4052335484
035_MULTIS099-1,0.931928933002,10.9168817866,47.6615082878
036_MULTIS099-1,1.19819434243,13.7126685856,39.0078824814
039_MULTIS099-1,1.33133238313,13.5035141717,25.2002201092
040_MULTIS099-1,1.06506519504,12.1721736576,15.443445328
042_MULTIS099-1,1.08408542333,10.2132258303,9.69971168238
043_MULTIS099-1,1.19819434243,16.3753226799,37.809688139
044_MULTIS099-1,1.46446508784,14.4354415801,26.1511622829
046_MULTIS099-1,1.54054244367,18.1441665588,16.9459668804
047_MULTIS099-1,1.52151662531,21.1490810918,41.3852522084
048_MULTIS099-1,1.48348480794,11.0025123256,40.4249610164
049_MULTIS099-1,1.14114204268,9.22423151166,31.4765013439
051_MULTIS099-1,1.56906401985,17.8302729529,38.5133895782
052_MULTIS099-1,1.35986043871,12.5525578958,30.4399528973
053_MULTIS099-1,2.28229018362,19.2092757122,63.7139342928
054_MULTIS099-1,2.09209298263,9.41441842184,35.0425574591
055_MULTIS099-1,1.36937106104,9.41442604467,25.0766075553
057_MULTIS099-1,1.06506163772,9.71868744417,
058_MULTIS099-1,1.33132704715,13.5795358809,
