Name,Extremity,Position
001_MULTIS099-1,UA,AP
002_MULTIS099-1,UA,AC
004_MULTIS099-1,UA,AD
005_MULTIS099-1,UA,LP
006_MULTIS099-1,UA,LC
007_MULTIS099-1,UA,LD
008_MULTIS099-1,UA,MP
009_MULTIS099-1,UA,MC
010_MULTIS099-1,UA,MD
011_MULTIS099-1,LA,AP
012_MULTIS099-1,LA,AC
014_MULTIS099-1,LA,AD
015_MULTIS099-1,LA,LP
016_MULTIS099-1,LA,LC
017_MULTIS099-1,LA,LD
018_MULTIS099-1,LA,MP
019_MULTIS099-1,LA,MC
020_MULTIS099-1,LA,MD
021_MULTIS099-1,LL,LP
022_MULTIS099-1,LL,LC
023_MULTIS099-1,LL,LD
024_MULTIS099-1,LL,AD
025_MULTIS099-1,LL,MD
026_MULTIS099-1,LA,PP
027_MULTIS099-1,LA,PC
029_MULTIS099-1,LA,PD
030_MULTIS099-1,LL,PD
031_MULTIS099-1,UL,PP
032_MULTIS099-1,UL,PC
034_MULTIS099-1,UL,PD
035_MULTIS099-1,LL,PP
036_MULTIS099-1,LL,PC
039_MULTIS099-1,UA,PP
040_MULTIS099-1,UA,PC
042_MULTIS099-1,UA,PD
043_MULTIS099-1,UL,AP
044_MULTIS099-1,UL,AC
046_MULTIS099-1,UL,AD
047_MULTIS099-1,UL,LP
048_MULTIS099-1,UL,LC
049_MULTIS099-1,UL,LD
051_MULTIS099-1,UL,MC
052_MULTIS099-1,UL,MD
053_MULTIS099-1,UL,MP
054_MULTIS099-1,LL,AP
055_MULTIS099-1,LL,AC
057_MULTIS099-1,LL,MP
058_MULTIS099-1,LL,MC
