Name,Extremity,Position
001_MULTIS044-1,UA,AP
002_MULTIS044-1,UA,AC
004_MULTIS044-1,UA,AD
005_MULTIS044-1,UA,LP
006_MULTIS044-1,UA,LC
007_MULTIS044-1,UA,LD
008_MULTIS044-1,UA,MP
009_MULTIS044-1,UA,MC
010_MULTIS044-1,UA,MD
011_MULTIS044-1,LA,AP
012_MULTIS044-1,LA,AC
014_MULTIS044-1,LA,AD
015_MULTIS044-1,LA,LP
016_MULTIS044-1,LA,LC
017_MULTIS044-1,LA,LD
018_MULTIS044-1,LA,MP
019_MULTIS044-1,LA,MC
022_MULTIS044-1,LL,LP
023_MULTIS044-1,LL,LC
024_MULTIS044-1,LL,LD
025_MULTIS044-1,LL,AD
026_MULTIS044-1,LL,MD
027_MULTIS044-1,LA,MD
028_MULTIS044-1,LA,PP
029_MULTIS044-1,LA,PC
031_MULTIS044-1,LA,PD
032_MULTIS044-1,LL,PD
034_MULTIS044-1,UL,PP
035_MULTIS044-1,UL,PC
037_MULTIS044-1,UL,PD
038_MULTIS044-1,LL,PP
039_MULTIS044-1,LL,PC
041_MULTIS044-1,UA,PP
042_MULTIS044-1,UA,PC
044_MULTIS044-1,UA,PD
045_MULTIS044-1,UL,AP
046_MULTIS044-1,UL,AC
048_MULTIS044-1,UL,AD
049_MULTIS044-1,UL,LP
050_MULTIS044-1,UL,LC
051_MULTIS044-1,UL,LD
052_MULTIS044-1,UL,MP
053_MULTIS044-1,UL,MC
054_MULTIS044-1,UL,MD
056_MULTIS044-1,LL,AP
057_MULTIS044-1,LL,AC
059_MULTIS044-1,LL,MP
060_MULTIS044-1,LL,MC
