Name,Extremity,Position
001_MULTIS090-1,UA,AP
002_MULTIS090-1,UA,AC
004_MULTIS090-1,UA,AD
005_MULTIS090-1,UA,LP
006_MULTIS090-1,UA,LC
007_MULTIS090-1,UA,LD
009_MULTIS090-1,UA,MP
010_MULTIS090-1,UA,MC
011_MULTIS090-1,UA,MD
012_MULTIS090-1,LA,AP
013_MULTIS090-1,LA,AC
015_MULTIS090-1,LA,AD
016_MULTIS090-1,LA,LP
017_MULTIS090-1,LA,LC
018_MULTIS090-1,LA,LD
019_MULTIS090-1,LA,MP
020_MULTIS090-1,LA,MC
021_MULTIS090-1,LA,MD
022_MULTIS090-1,LL,LP
023_MULTIS090-1,LL,LC
024_MULTIS090-1,LL,LD
025_MULTIS090-1,LL,AD
026_MULTIS090-1,LL,MD
027_MULTIS090-1,LA,PP
028_MULTIS090-1,LA,PC
030_MULTIS090-1,LA,PD
031_MULTIS090-1,LL,PD
032_MULTIS090-1,UL,PP
033_MULTIS090-1,UL,PC
035_MULTIS090-1,UL,PD
036_MULTIS090-1,LL,PP
037_MULTIS090-1,LL,PC
039_MULTIS090-1,UA,PP
040_MULTIS090-1,UA,PC
042_MULTIS090-1,UA,PD
043_MULTIS090-1,UL,AP
044_MULTIS090-1,UL,AC
046_MULTIS090-1,UL,AD
047_MULTIS090-1,UL,LP
048_MULTIS090-1,UL,LC
049_MULTIS090-1,UL,LD
050_MULTIS090-1,UL,MP
051_MULTIS090-1,UL,MC
052_MULTIS090-1,UL,MD
054_MULTIS090-1,LL,AP
055_MULTIS090-1,LL,AC
057_MULTIS090-1,LL,MP
059_MULTIS090-1,LL,MC
