Name,Extremity,Position
001_MULTIS030-1,UA,AP
002_MULTIS030-1,UA,AC
004_MULTIS030-1,UA,AD
005_MULTIS030-1,UA,LP
006_MULTIS030-1,UA,LC
007_MULTIS030-1,UA,LD
009_MULTIS030-1,UA,MP
010_MULTIS030-1,UA,MC
011_MULTIS030-1,UA,MD
012_MULTIS030-1,LA,AP
013_MULTIS030-1,LA,AC
015_MULTIS030-1,LA,AD
016_MULTIS030-1,LA,LP
017_MULTIS030-1,LA,LC
018_MULTIS030-1,LA,LD
019_MULTIS030-1,LA,MP
020_MULTIS030-1,LA,MC
021_MULTIS030-1,LA,MD
022_MULTIS030-1,LL,LP
023_MULTIS030-1,LL,LC
024_MULTIS030-1,LL,LD
026_MULTIS030-1,LL,AD
027_MULTIS030-1,LL,MD
028_MULTIS030-1,LA,PP
029_MULTIS030-1,LA,PC
031_MULTIS030-1,LA,PD
032_MULTIS030-1,LL,PD
033_MULTIS030-1,UL,PP
034_MULTIS030-1,UL,PC
036_MULTIS030-1,UL,PD
037_MULTIS030-1,LL,PP
038_MULTIS030-1,LL,PC
040_MULTIS030-1,UA,PP
041_MULTIS030-1,UA,PC
043_MULTIS030-1,UA,PD
044_MULTIS030-1,UL,AP
045_MULTIS030-1,UL,AC
047_MULTIS030-1,UL,AD
048_MULTIS030-1,UL,LP
049_MULTIS030-1,UL,LC
050_MULTIS030-1,UL,LD
051_MULTIS030-1,UL,MP
052_MULTIS030-1,UL,MC
053_MULTIS030-1,UL,MD
054_MULTIS030-1,LL,AP
055_MULTIS030-1,LL,AC
057_MULTIS030-1,LL,MP
058_MULTIS030-1,LL,MC
