Name,Extremity,Position
001_MULTIS080-1,UA,AP
002_MULTIS080-1,UA,AC
004_MULTIS080-1,UA,AD
005_MULTIS080-1,UA,LC
006_MULTIS080-1,UA,LD
007_MULTIS080-1,UA,MP
010_MULTIS080-1,UA,MC
011_MULTIS080-1,UA,MD
012_MULTIS080-1,LA,AP
013_MULTIS080-1,LA,AC
015_MULTIS080-1,LA,AD
016_MULTIS080-1,LA,LP
017_MULTIS080-1,LA,LC
018_MULTIS080-1,LA,LD
019_MULTIS080-1,LA,MP
020_MULTIS080-1,LA,MC
021_MULTIS080-1,LA,MD
022_MULTIS080-1,LL,LD
023_MULTIS080-1,LA,PP
024_MULTIS080-1,LA,PC
026_MULTIS080-1,LA,PD
027_MULTIS080-1,LL,PD
028_MULTIS080-1,UL,PP
029_MULTIS080-1,UL,PC
031_MULTIS080-1,UL,PD
033_MULTIS080-1,LL,PP
035_MULTIS080-1,LL,PC
038_MULTIS080-1,UA,PP
039_MULTIS080-1,UA,PC
042_MULTIS080-1,UA,PD
044_MULTIS080-1,UA,LP
045_MULTIS080-1,LL,LP
047_MULTIS080-1,LL,LC
048_MULTIS080-1,LL,AD
049_MULTIS080-1,LL,MD
050_MULTIS080-1,UL,AP
051_MULTIS080-1,UL,AC
053_MULTIS080-1,UL,AD
054_MULTIS080-1,UL,LP
055_MULTIS080-1,UL,LC
056_MULTIS080-1,UL,LD
057_MULTIS080-1,UL,MP
058_MULTIS080-1,UL,MC
059_MULTIS080-1,UL,MD
061_MULTIS080-1,LL,AP
062_MULTIS080-1,LL,AC
064_MULTIS080-1,LL,MP
065_MULTIS080-1,LL,MC
