Name,Extremity,Position
002_MULTIS071-1,UA,AP
003_MULTIS071-1,UA,AC
005_MULTIS071-1,UA,AD
006_MULTIS071-1,UA,LP
007_MULTIS071-1,UA,LC
008_MULTIS071-1,UA,LD
010_MULTIS071-1,UA,MP
012_MULTIS071-1,UA,MC
013_MULTIS071-1,UA,MD
015_MULTIS071-1,LA,AP
016_MULTIS071-1,LA,AC
018_MULTIS071-1,LA,AD
019_MULTIS071-1,LA,LP
020_MULTIS071-1,LA,LC
021_MULTIS071-1,LA,LD
022_MULTIS071-1,LA,MP
024_MULTIS071-1,LA,MC
026_MULTIS071-1,LA,MD
027_MULTIS071-1,LL,LP
028_MULTIS071-1,LL,LC
029_MULTIS071-1,LL,LD
030_MULTIS071-1,LL,AD
031_MULTIS071-1,LL,MD
032_MULTIS071-1,LA,PP
033_MULTIS071-1,LA,PC
035_MULTIS071-1,LA,PD
036_MULTIS071-1,LL,PD
037_MULTIS071-1,UL,PP
038_MULTIS071-1,UL,PC
040_MULTIS071-1,UL,PD
041_MULTIS071-1,LL,PP
042_MULTIS071-1,LL,PC
044_MULTIS071-1,UA,PP
045_MULTIS071-1,UA,PC
047_MULTIS071-1,UA,PD
049_MULTIS071-1,UL,AP
050_MULTIS071-1,UL,AC
052_MULTIS071-1,UL,AD
053_MULTIS071-1,UL,LP
054_MULTIS071-1,UL,LC
055_MULTIS071-1,UL,LD
056_MULTIS071-1,UL,MP
057_MULTIS071-1,UL,MC
058_MULTIS071-1,UL,MD
059_MULTIS071-1,LL,AP
060_MULTIS071-1,LL,AC
062_MULTIS071-1,LL,MP
064_MULTIS071-1,LL,MC
