Name,Extremity,Position
001_MULTIS083-1,UA,AP
002_MULTIS083-1,UA,AC
004_MULTIS083-1,UA,AD
005_MULTIS083-1,UA,LP
006_MULTIS083-1,UA,LC
007_MULTIS083-1,UA,LD
008_MULTIS083-1,UA,MP
009_MULTIS083-1,UA,MC
010_MULTIS083-1,UA,MD
012_MULTIS083-1,LA,AP
013_MULTIS083-1,LA,AC
015_MULTIS083-1,LA,AD
016_MULTIS083-1,LA,LP
017_MULTIS083-1,LA,LC
018_MULTIS083-1,LA,LD
019_MULTIS083-1,LA,MP
020_MULTIS083-1,LA,MC
022_MULTIS083-1,LA,MD
023_MULTIS083-1,LL,LP
024_MULTIS083-1,LL,LC
025_MULTIS083-1,LL,LD
026_MULTIS083-1,LL,AD
027_MULTIS083-1,LA,PP
028_MULTIS083-1,LA,PC
030_MULTIS083-1,LA,PD
032_MULTIS083-1,LL,PD
033_MULTIS083-1,UL,PP
034_MULTIS083-1,UL,PC
036_MULTIS083-1,UL,PD
037_MULTIS083-1,LL,PP
038_MULTIS083-1,LL,PC
040_MULTIS083-1,UA,PP
041_MULTIS083-1,UA,PC
043_MULTIS083-1,UA,PD
044_MULTIS083-1,UL,AP
045_MULTIS083-1,UL,AC
047_MULTIS083-1,UL,AD
048_MULTIS083-1,UL,LP
049_MULTIS083-1,UL,LC
050_MULTIS083-1,UL,LD
051_MULTIS083-1,UL,MP
052_MULTIS083-1,UL,MC
053_MULTIS083-1,UL,MD
055_MULTIS083-1,LL,AP
056_MULTIS083-1,LL,AC
058_MULTIS083-1,LL,MP
059_MULTIS083-1,LL,MC
060_MULTIS083-1,LL,MD
