Name,Extremity,Position
002_MULTIS022-1,UA,AP
003_MULTIS022-1,UA,AC
005_MULTIS022-1,UA,AD
006_MULTIS022-1,UA,LP
007_MULTIS022-1,UA,LC
008_MULTIS022-1,UA,LD
009_MULTIS022-1,UA,MP
010_MULTIS022-1,UA,MC
012_MULTIS022-1,UA,MD
013_MULTIS022-1,LA,AP
014_MULTIS022-1,LA,AC
016_MULTIS022-1,LA,AD
017_MULTIS022-1,LA,LP
018_MULTIS022-1,LA,LC
019_MULTIS022-1,LA,LD
020_MULTIS022-1,LA,MP
021_MULTIS022-1,LA,MC
022_MULTIS022-1,LA,MD
023_MULTIS022-1,LL,LP
024_MULTIS022-1,LL,LC
025_MULTIS022-1,LL,LD
026_MULTIS022-1,LL,AD
027_MULTIS022-1,LL,MD
028_MULTIS022-1,LA,PP
029_MULTIS022-1,LA,PC
031_MULTIS022-1,LA,PD
032_MULTIS022-1,LL,PD
033_MULTIS022-1,UL,PP
037_MULTIS022-1,UL,PC
038_MULTIS022-1,UL,PD
039_MULTIS022-1,LL,PP
040_MULTIS022-1,LL,PC
042_MULTIS022-1,UA,PP
043_MULTIS022-1,UA,PC
045_MULTIS022-1,UA,PD
046_MULTIS022-1,UL,AP
047_MULTIS022-1,UL,AC
049_MULTIS022-1,UL,AD
050_MULTIS022-1,UL,LP
051_MULTIS022-1,UL,LC
052_MULTIS022-1,UL,LD
054_MULTIS022-1,UL,MP
055_MULTIS022-1,UL,MC
056_MULTIS022-1,UL,MD
058_MULTIS022-1,LL,AP
059_MULTIS022-1,LL,AC
062_MULTIS022-1,LL,MP
065_MULTIS022-1,LL,MC
