Name,Skin,Fat,Muscle
001_MULTIS021-1,1.11119313089,5.56449079169,27.98652106
002_MULTIS021-1,1.16652294305,3.59459903524,33.5495909955
004_MULTIS021-1,1.2362372129,1.99699857469,36.8018308764
005_MULTIS021-1,1.74974996328,6.08608682878,24.4204234005
006_MULTIS021-1,1.79729951762,6.59009823127,25.6757073945
007_MULTIS021-1,1.42484882494,6.65824064404,31.6666916844
008_MULTIS021-1,0.988989109677,3.65165209727,28.6806841806
009_MULTIS021-1,1.06380221315,8.59786062754,22.9749777787
010_MULTIS021-1,0.988989109677,4.94494554839,25.8658690223
011_MULTIS021-1,0.865365883871,2.39639783226,23.8308451097
012_MULTIS021-1,1.25525680596,6.10511264715,13.6937106104
014_MULTIS021-1,1.17917932308,1.1411412804,10.6506519504
015_MULTIS021-1,0.941442604466,2.73874212208,29.4414778124
016_MULTIS021-1,1.09359299653,2.75775625211,10.2227171414
017_MULTIS021-1,1.33287752643,1.15862259069,5.2682865072
018_MULTIS021-1,1.06506519504,2.89089124367,28.6046080953
019_MULTIS021-1,1.06506570323,2.13013140645,22.6992128
020_MULTIS021-1,1.2161693304,0.912914040695,9.61412599107
021_MULTIS021-1,1.17356147097,4.06595852903,17.9675882065
022_MULTIS021-1,1.21721736576,5.17317380447,28.2242276685
023_MULTIS021-1,1.7425547639,1.33853012345,4.67868445856
024_MULTIS021-1,1.21721736576,4.56456512159,25.3333364248
026_MULTIS021-1,1.42642755335,5.7134181227,35.5578857542
028_MULTIS021-1,1.66416516129,5.19219530323,19.5040156903
029_MULTIS021-1,1.85435334194,2.28228103623,14.2642564764
033_MULTIS021-1,1.02702829578,0.82732834938,8.84385476923
034_MULTIS021-1,1.36937106104,3.76577041787,30.4685061082
035_MULTIS021-1,2.39640647146,9.41445399504,60.7660212407
036_MULTIS021-1,2.13012327543,6.8468248139,60.0999066998
038_MULTIS021-1,1.67366828784,6.23821816377,57.9697834243
039_MULTIS021-1,1.21721330025,6.08606650124,58.5783900744
040_MULTIS021-1,0.99849528536,5.70568734491,57.1995156328
042_MULTIS021-1,1.99699057072,10.4128794045,52.6349657568
043_MULTIS021-1,1.82582808139,6.74199054541,41.7565678665
045_MULTIS021-1,1.59759855484,4.45996263226,19.8368487226
047_MULTIS021-1,1.59759245658,10.7837490819,46.0639158313
048_MULTIS021-1,1.36937106104,9.5855974273,35.2613048218
050_MULTIS021-1,2.22522797419,7.27478376179,23.7928221856
051_MULTIS021-1,1.82581995037,13.2371946402,51.579413598
052_MULTIS021-1,1.8543483871,7.56003573201,54.2040297767
053_MULTIS021-1,1.85435600993,5.19219682779,44.2572967702
055_MULTIS021-1,1.61662411911,15.3579291315,49.6303604566
056_MULTIS021-1,2.26104576923,11.9841536352,39.9398114144
057_MULTIS021-1,1.9874883335,7.21772079007,32.9504644764
059_MULTIS021-1,1.56906973697,7.84534868486,36.5070225469
064_MULTIS021-1,1.01721493797,8.6727057469,75.7054939156
065_MULTIS021-1,1.47719335856,5.64867239702,70.6939909082
066_MULTIS021-1,2.85047558933,5.70805542804,54.9172406948
