Name,Extremity,Position
001_MULTIS021-1,UA,AP
002_MULTIS021-1,UA,AC
004_MULTIS021-1,UA,AD
005_MULTIS021-1,UA,LP
006_MULTIS021-1,UA,LC
007_MULTIS021-1,UA,LD
008_MULTIS021-1,UA,MP
009_MULTIS021-1,UA,MC
010_MULTIS021-1,UA,MD
011_MULTIS021-1,LA,AP
012_MULTIS021-1,LA,AC
014_MULTIS021-1,LA,AD
015_MULTIS021-1,LA,LP
016_MULTIS021-1,LA,LC
017_MULTIS021-1,LA,LD
018_MULTIS021-1,LA,MP
019_MULTIS021-1,LA,MC
020_MULTIS021-1,LA,MD
021_MULTIS021-1,LL,LP
022_MULTIS021-1,LL,LC
023_MULTIS021-1,LL,LD
024_MULTIS021-1,LL,AD
026_MULTIS021-1,LL,MD
028_MULTIS021-1,LA,PP
029_MULTIS021-1,LA,PC
033_MULTIS021-1,LA,PD
034_MULTIS021-1,LL,PD
035_MULTIS021-1,UL,PP
036_MULTIS021-1,UL,PC
038_MULTIS021-1,UL,PD
039_MULTIS021-1,LL,PP
040_MULTIS021-1,LL,PC
042_MULTIS021-1,UA,PP
043_MULTIS021-1,UA,PC
045_MULTIS021-1,UA,PD
047_MULTIS021-1,UL,AP
048_MULTIS021-1,UL,AC
050_MULTIS021-1,UL,AD
051_MULTIS021-1,UL,LP
052_MULTIS021-1,UL,LC
053_MULTIS021-1,UL,LD
055_MULTIS021-1,UL,MP
056_MULTIS021-1,UL,MC
057_MULTIS021-1,UL,MD
059_MULTIS021-1,LL,AP
064_MULTIS021-1,LL,MP
065_MULTIS021-1,LL,MC
066_MULTIS021-1,LL,AC
