Name,Extremity,Position
001_MULTIS063-1,UA,AP
002_MULTIS063-1,UA,AC
004_MULTIS063-1,UA,AD
005_MULTIS063-1,UA,LP
006_MULTIS063-1,UA,LC
007_MULTIS063-1,UA,LD
008_MULTIS063-1,UA,MP
009_MULTIS063-1,UA,MC
010_MULTIS063-1,UA,MD
011_MULTIS063-1,LA,AP
012_MULTIS063-1,LA,AC
014_MULTIS063-1,LA,AD
015_MULTIS063-1,LA,LP
016_MULTIS063-1,LA,LC
017_MULTIS063-1,LA,LD
018_MULTIS063-1,LA,MP
019_MULTIS063-1,LA,MC
020_MULTIS063-1,LA,MD
021_MULTIS063-1,LL,LP
022_MULTIS063-1,LL,LC
023_MULTIS063-1,LL,LD
024_MULTIS063-1,LL,AD
025_MULTIS063-1,LL,MD
026_MULTIS063-1,LA,PP
027_MULTIS063-1,LA,PC
029_MULTIS063-1,LA,PD
030_MULTIS063-1,LL,PD
031_MULTIS063-1,UL,PP
032_MULTIS063-1,UL,PC
034_MULTIS063-1,UL,PD
035_MULTIS063-1,LL,PP
037_MULTIS063-1,LL,PC
039_MULTIS063-1,UA,PP
040_MULTIS063-1,UA,PC
042_MULTIS063-1,UA,PD
043_MULTIS063-1,UL,AP
044_MULTIS063-1,UL,AC
046_MULTIS063-1,UL,AD
047_MULTIS063-1,UL,LP
048_MULTIS063-1,UL,LC
049_MULTIS063-1,UL,LD
050_MULTIS063-1,UL,MP
051_MULTIS063-1,UL,MC
052_MULTIS063-1,UL,MD
053_MULTIS063-1,LL,AP
054_MULTIS063-1,LL,AC
058_MULTIS063-1,LL,MP
059_MULTIS063-1,LL,MC
