Name,Extremity,Position
001_MULTIS035-1,UA,AP
002_MULTIS035-1,UA,AC
004_MULTIS035-1,UA,AD
005_MULTIS035-1,UA,LP
006_MULTIS035-1,UA,LC
007_MULTIS035-1,UA,LD
008_MULTIS035-1,UA,MP
009_MULTIS035-1,UA,MC
010_MULTIS035-1,UA,MD
011_MULTIS035-1,LA,AP
012_MULTIS035-1,LA,AC
014_MULTIS035-1,LA,AD
015_MULTIS035-1,LA,LP
016_MULTIS035-1,LA,LC
017_MULTIS035-1,LA,LD
018_MULTIS035-1,LA,MP
019_MULTIS035-1,LA,MC
020_MULTIS035-1,LA,MD
021_MULTIS035-1,LL,LP
022_MULTIS035-1,LL,LC
023_MULTIS035-1,LL,LD
024_MULTIS035-1,LL,AD
025_MULTIS035-1,LL,MD
026_MULTIS035-1,LA,PP
027_MULTIS035-1,LA,PC
029_MULTIS035-1,LA,PD
030_MULTIS035-1,LL,PD
031_MULTIS035-1,UL,PP
033_MULTIS035-1,UL,PC
035_MULTIS035-1,UL,PD
036_MULTIS035-1,LL,PP
037_MULTIS035-1,LL,PC
039_MULTIS035-1,UA,PP
040_MULTIS035-1,UA,PC
042_MULTIS035-1,UA,PD
043_MULTIS035-1,UL,AP
044_MULTIS035-1,UL,AC
046_MULTIS035-1,UL,AD
047_MULTIS035-1,UL,LP
048_MULTIS035-1,UL,LC
049_MULTIS035-1,UL,LD
050_MULTIS035-1,UL,MP
051_MULTIS035-1,UL,MC
052_MULTIS035-1,UL,MD
054_MULTIS035-1,LL,AP
055_MULTIS035-1,LL,AC
057_MULTIS035-1,LL,MP
058_MULTIS035-1,LL,MC
