Name,Extremity,Position
001_MULTIS084-1,UA,AP
002_MULTIS084-1,UA,AC
004_MULTIS084-1,UA,AD
005_MULTIS084-1,UA,LP
006_MULTIS084-1,UA,LC
007_MULTIS084-1,UA,LD
008_MULTIS084-1,UA,MP
009_MULTIS084-1,UA,MC
010_MULTIS084-1,UA,MD
011_MULTIS084-1,LA,AP
012_MULTIS084-1,LA,AC
014_MULTIS084-1,LA,AD
015_MULTIS084-1,LA,LP
016_MULTIS084-1,LA,LC
017_MULTIS084-1,LA,LD
018_MULTIS084-1,LA,MP
019_MULTIS084-1,LA,MC
020_MULTIS084-1,LA,MD
021_MULTIS084-1,LL,LP
022_MULTIS084-1,LL,LC
023_MULTIS084-1,LL,LD
024_MULTIS084-1,LL,AD
025_MULTIS084-1,LL,MD
026_MULTIS084-1,LA,PP
027_MULTIS084-1,LA,PC
029_MULTIS084-1,LA,PD
030_MULTIS084-1,LL,PD
031_MULTIS084-1,UL,PP
032_MULTIS084-1,UL,PC
034_MULTIS084-1,UL,PD
035_MULTIS084-1,LL,PP
036_MULTIS084-1,LL,PC
038_MULTIS084-1,UA,PP
039_MULTIS084-1,UA,PC
041_MULTIS084-1,UA,PD
042_MULTIS084-1,UL,AP
043_MULTIS084-1,UL,AC
045_MULTIS084-1,UL,AD
046_MULTIS084-1,UL,LP
047_MULTIS084-1,UL,LC
048_MULTIS084-1,UL,LD
049_MULTIS084-1,UL,MP
050_MULTIS084-1,UL,MC
051_MULTIS084-1,UL,MD
052_MULTIS084-1,LL,AP
053_MULTIS084-1,LL,AC
055_MULTIS084-1,LL,MP
056_MULTIS084-1,LL,MC
