Name,Extremity,Position
001_MULTIS077-1,UA,AP
002_MULTIS077-1,UA,AC
004_MULTIS077-1,UA,AD
005_MULTIS077-1,UA,LP
007_MULTIS077-1,UA,LC
008_MULTIS077-1,UA,LD
009_MULTIS077-1,LL,LP
010_MULTIS077-1,LL,LC
011_MULTIS077-1,LL,LD
013_MULTIS077-1,UA,MP
014_MULTIS077-1,UA,MC
015_MULTIS077-1,UA,MD
016_MULTIS077-1,LA,AP
017_MULTIS077-1,LA,AC
019_MULTIS077-1,LA,AD
020_MULTIS077-1,LA,LP
021_MULTIS077-1,LA,LC
022_MULTIS077-1,LA,LD
023_MULTIS077-1,LA,MP
025_MULTIS077-1,LA,MC
026_MULTIS077-1,LA,MD
027_MULTIS077-1,LA,PP
028_MULTIS077-1,LA,PC
030_MULTIS077-1,LA,PD
031_MULTIS077-1,LL,PD
032_MULTIS077-1,UL,PP
033_MULTIS077-1,UL,PC
035_MULTIS077-1,UL,PD
036_MULTIS077-1,LL,PP
037_MULTIS077-1,LL,PC
039_MULTIS077-1,UA,PP
040_MULTIS077-1,UA,PC
042_MULTIS077-1,UA,PD
044_MULTIS077-1,UL,AP
046_MULTIS077-1,UL,AC
049_MULTIS077-1,UL,AD
051_MULTIS077-1,UL,LP
052_MULTIS077-1,UL,LC
053_MULTIS077-1,UL,LD
054_MULTIS077-1,UL,MP
055_MULTIS077-1,UL,MC
056_MULTIS077-1,UL,MD
057_MULTIS077-1,LL,AP
058_MULTIS077-1,LL,AC
060_MULTIS077-1,LL,AD
061_MULTIS077-1,LL,MD
062_MULTIS077-1,LL,MP
063_MULTIS077-1,LL,MC
