Name,Extremity,Position
001_MULTIS014-1,UA,AP
002_MULTIS014-1,UA,AC
005_MULTIS014-1,UA,AD
006_MULTIS014-1,UA,LP
007_MULTIS014-1,UA,LC
008_MULTIS014-1,UA,LD
009_MULTIS014-1,UA,MP
010_MULTIS014-1,UA,MC
011_MULTIS014-1,UA,MD
013_MULTIS014-1,LA,AP
014_MULTIS014-1,LA,AC
017_MULTIS014-1,LA,AD
018_MULTIS014-1,LA,LP
019_MULTIS014-1,LA,LC
020_MULTIS014-1,LA,LD
021_MULTIS014-1,LA,MP
022_MULTIS014-1,LA,MC
023_MULTIS014-1,LA,MD
025_MULTIS014-1,LL,LP
026_MULTIS014-1,LL,LC
027_MULTIS014-1,LL,LD
028_MULTIS014-1,LL,AD
029_MULTIS014-1,LL,MD
030_MULTIS014-1,LA,PP
033_MULTIS014-1,LA,PC
035_MULTIS014-1,LA,PD
036_MULTIS014-1,LL,PD
037_MULTIS014-1,UL,PP
038_MULTIS014-1,UL,PC
040_MULTIS014-1,UL,PD
041_MULTIS014-1,LL,PP
042_MULTIS014-1,LL,PC
044_MULTIS014-1,UA,PP
045_MULTIS014-1,UA,PC
048_MULTIS014-1,UA,PD
049_MULTIS014-1,UL,AP
050_MULTIS014-1,UL,AC
052_MULTIS014-1,UL,AD
053_MULTIS014-1,UL,LP
054_MULTIS014-1,UL,LC
055_MULTIS014-1,UL,LD
056_MULTIS014-1,UL,MP
057_MULTIS014-1,UL,MC
059_MULTIS014-1,UL,MD
060_MULTIS014-1,LL,AP
062_MULTIS014-1,LL,AC
064_MULTIS014-1,LL,MP
065_MULTIS014-1,LL,MC
