Name,Extremity,Position
004_MULTIS059-1,UA,AP
005_MULTIS059-1,UA,AC
007_MULTIS059-1,UA,AD
008_MULTIS059-1,UA,LP
009_MULTIS059-1,UA,LC
010_MULTIS059-1,UA,LD
011_MULTIS059-1,UA,MP
012_MULTIS059-1,UA,MC
013_MULTIS059-1,UA,MD
015_MULTIS059-1,LA,AP
016_MULTIS059-1,LA,AC
020_MULTIS059-1,LA,LP
021_MULTIS059-1,LA,LC
022_MULTIS059-1,LA,LD
023_MULTIS059-1,LA,AD
024_MULTIS059-1,LA,MP
025_MULTIS059-1,LA,MC
026_MULTIS059-1,LA,MD
027_MULTIS059-1,LL,LP
028_MULTIS059-1,LL,LC
029_MULTIS059-1,LL,LD
032_MULTIS059-1,LL,AD
033_MULTIS059-1,LL,MD
034_MULTIS059-1,LA,PP
035_MULTIS059-1,LA,PC
037_MULTIS059-1,LA,PD
038_MULTIS059-1,LL,PD
039_MULTIS059-1,UL,PP
040_MULTIS059-1,UL,PC
042_MULTIS059-1,UL,PD
043_MULTIS059-1,LL,PP
044_MULTIS059-1,LL,PC
046_MULTIS059-1,UA,PP
047_MULTIS059-1,UA,PC
049_MULTIS059-1,UA,PD
050_MULTIS059-1,UL,AP
051_MULTIS059-1,UL,AC
053_MULTIS059-1,UL,AD
054_MULTIS059-1,UL,LP
055_MULTIS059-1,UL,LC
056_MULTIS059-1,UL,LD
057_MULTIS059-1,UL,MP
060_MULTIS059-1,UL,MC
061_MULTIS059-1,UL,MD
062_MULTIS059-1,LL,AP
063_MULTIS059-1,LL,AC
065_MULTIS059-1,LL,MP
066_MULTIS059-1,LL,MC
