Name,Extremity,Position
001_MULTIS005-1,UA,AP
002_MULTIS005-1,UA,AC
004_MULTIS005-1,UA,AD
005_MULTIS005-1,LA,AP
006_MULTIS005-1,LA,AC
008_MULTIS005-1,LA,AD
010_MULTIS005-1,LL,AD
012_MULTIS005-1,LL,LD
014_MULTIS005-1,LL,MD
015_MULTIS005-1,UA,LP
016_MULTIS005-1,UA,LC
017_MULTIS005-1,UA,LD
018_MULTIS005-1,LA,LP
019_MULTIS005-1,LA,LC
021_MULTIS005-1,LA,LD
022_MULTIS005-1,UA,MP
023_MULTIS005-1,UA,MC
024_MULTIS005-1,UA,MD
025_MULTIS005-1,LA,MP
026_MULTIS005-1,LA,MC
027_MULTIS005-1,LA,MD
029_MULTIS005-1,LA,PP
032_MULTIS005-1,LA,PC
035_MULTIS005-1,LA,PD
037_MULTIS005-1,LL,PD
038_MULTIS005-1,UA,PP
039_MULTIS005-1,UA,PC
041_MULTIS005-1,UA,PD
042_MULTIS005-1,UL,PP
043_MULTIS005-1,UL,PC
045_MULTIS005-1,UL,PD
047_MULTIS005-1,LL,PP
048_MULTIS005-1,LL,PC
051_MULTIS005-1,UL,AP
052_MULTIS005-1,UL,AC
054_MULTIS005-1,UL,AD
056_MULTIS005-1,LL,AP
057_MULTIS005-1,LL,AC
061_MULTIS005-1,UL,LP
062_MULTIS005-1,UL,LC
063_MULTIS005-1,UL,LD
064_MULTIS005-1,LL,LP
067_MULTIS005-1,LL,LC
068_MULTIS005-1,UL,MP
069_MULTIS005-1,UL,MC
070_MULTIS005-1,UL,MD
071_MULTIS005-1,LL,MP
072_MULTIS005-1,LL,MC
