Name,Extremity,Position
001_MULTIS097-1,UA,AP
002_MULTIS097-1,UA,AC
004_MULTIS097-1,UA,AD
005_MULTIS097-1,UA,LP
006_MULTIS097-1,UA,LC
007_MULTIS097-1,UA,LD
008_MULTIS097-1,UA,MP
009_MULTIS097-1,UA,MC
010_MULTIS097-1,UA,MD
011_MULTIS097-1,LA,AP
012_MULTIS097-1,LA,AC
014_MULTIS097-1,LA,AD
015_MULTIS097-1,LA,LP
016_MULTIS097-1,LA,LC
017_MULTIS097-1,LA,LD
018_MULTIS097-1,LA,MP
019_MULTIS097-1,LA,MC
020_MULTIS097-1,LA,MD
021_MULTIS097-1,LL,LP
022_MULTIS097-1,LL,LC
024_MULTIS097-1,LL,LD
025_MULTIS097-1,LL,AD
026_MULTIS097-1,LL,MD
027_MULTIS097-1,LA,PP
028_MULTIS097-1,LA,PC
030_MULTIS097-1,LA,PD
031_MULTIS097-1,LL,PD
032_MULTIS097-1,UL,PP
033_MULTIS097-1,UL,PC
035_MULTIS097-1,UL,PD
036_MULTIS097-1,LL,PP
037_MULTIS097-1,LL,PC
040_MULTIS097-1,UA,PP
041_MULTIS097-1,UA,PC
043_MULTIS097-1,UA,PD
044_MULTIS097-1,UL,AP
045_MULTIS097-1,UL,AC
047_MULTIS097-1,UL,AD
048_MULTIS097-1,UL,LP
049_MULTIS097-1,UL,LC
050_MULTIS097-1,UL,LD
053_MULTIS097-1,UL,MP
054_MULTIS097-1,UL,MC
055_MULTIS097-1,UL,MD
056_MULTIS097-1,LL,AP
057_MULTIS097-1,LL,AC
059_MULTIS097-1,LL,MP
060_MULTIS097-1,LL,MC
