Name,Extremity,Position
001_MULTIS092-1,UA,AP
002_MULTIS092-1,UA,AC
004_MULTIS092-1,UA,AD
005_MULTIS092-1,UA,LP
006_MULTIS092-1,UA,LC
007_MULTIS092-1,UA,LD
008_MULTIS092-1,UA,MP
009_MULTIS092-1,UA,MC
010_MULTIS092-1,UA,MD
011_MULTIS092-1,LA,AP
012_MULTIS092-1,LA,AC
015_MULTIS092-1,LA,AD
016_MULTIS092-1,LA,LP
017_MULTIS092-1,LA,LC
018_MULTIS092-1,LA,LD
019_MULTIS092-1,LA,MP
020_MULTIS092-1,LA,MC
021_MULTIS092-1,LA,MD
022_MULTIS092-1,LL,LP
023_MULTIS092-1,LL,LC
024_MULTIS092-1,LL,LD
025_MULTIS092-1,LL,AD
026_MULTIS092-1,LA,PP
027_MULTIS092-1,LA,PC
029_MULTIS092-1,LA,PD
030_MULTIS092-1,UL,PP
031_MULTIS092-1,UL,PC
033_MULTIS092-1,UL,PD
034_MULTIS092-1,LL,PP
035_MULTIS092-1,LL,PC
037_MULTIS092-1,LL,PD
038_MULTIS092-1,UA,PP
039_MULTIS092-1,UA,PC
041_MULTIS092-1,UA,PD
042_MULTIS092-1,UL,AP
043_MULTIS092-1,UL,AC
045_MULTIS092-1,UL,AD
048_MULTIS092-1,UL,LP
049_MULTIS092-1,UL,LC
050_MULTIS092-1,UL,LD
051_MULTIS092-1,UL,MP
052_MULTIS092-1,UL,MC
053_MULTIS092-1,UL,MD
055_MULTIS092-1,LL,AP
056_MULTIS092-1,LL,AC
058_MULTIS092-1,LL,MP
059_MULTIS092-1,LL,MC
060_MULTIS092-1,LL,MD
