Name,Extremity,Position
001_MULTIS013-1,UA,AP
002_MULTIS013-1,UA,AC
004_MULTIS013-1,UA,AD
005_MULTIS013-1,UA,LP
006_MULTIS013-1,UA,LC
008_MULTIS013-1,UA,MP
009_MULTIS013-1,UA,MC
010_MULTIS013-1,UA,MD
011_MULTIS013-1,UA,LD
012_MULTIS013-1,LA,AP
013_MULTIS013-1,LA,AC
017_MULTIS013-1,LA,AD
018_MULTIS013-1,LA,LP
019_MULTIS013-1,LA,LC
020_MULTIS013-1,LA,LD
021_MULTIS013-1,LA,MP
022_MULTIS013-1,LA,MC
023_MULTIS013-1,LA,MD
024_MULTIS013-1,LL,LP
025_MULTIS013-1,LL,LC
026_MULTIS013-1,LL,LD
027_MULTIS013-1,LL,AD
028_MULTIS013-1,LL,MD
029_MULTIS013-1,LA,PP
030_MULTIS013-1,LA,PC
032_MULTIS013-1,LA,PD
036_MULTIS013-1,LL,PD
037_MULTIS013-1,UL,PP
038_MULTIS013-1,UL,PC
041_MULTIS013-1,UL,PD
042_MULTIS013-1,LL,PP
043_MULTIS013-1,LL,PC
045_MULTIS013-1,UA,PP
046_MULTIS013-1,UA,PC
048_MULTIS013-1,UA,PD
049_MULTIS013-1,UL,AP
050_MULTIS013-1,UL,AC
052_MULTIS013-1,UL,AD
053_MULTIS013-1,UL,LP
054_MULTIS013-1,UL,LC
055_MULTIS013-1,UL,LD
056_MULTIS013-1,UL,MP
057_MULTIS013-1,UL,MC
058_MULTIS013-1,UL,MD
062_MULTIS013-1,LL,AC
064_MULTIS013-1,LL,AP
065_MULTIS013-1,LL,MP
068_MULTIS013-1,LL,MC
