Name,Extremity,Position
001_MULTIS095-1,UA,AP
002_MULTIS095-1,UA,AC
005_MULTIS095-1,UA,AD
006_MULTIS095-1,UA,LC
007_MULTIS095-1,UA,LD
009_MULTIS095-1,UA,MP
012_MULTIS095-1,UA,MC
013_MULTIS095-1,UA,MD
014_MULTIS095-1,LA,AP
015_MULTIS095-1,LA,AC
017_MULTIS095-1,LA,AD
018_MULTIS095-1,LA,LP
019_MULTIS095-1,LA,LC
020_MULTIS095-1,LA,LD
021_MULTIS095-1,LA,MP
022_MULTIS095-1,LA,MC
023_MULTIS095-1,LA,MD
024_MULTIS095-1,LL,LP
025_MULTIS095-1,LL,LC
026_MULTIS095-1,LL,LD
027_MULTIS095-1,LL,AD
028_MULTIS095-1,LL,MD
029_MULTIS095-1,LA,PP
030_MULTIS095-1,LA,PC
032_MULTIS095-1,LA,PD
033_MULTIS095-1,LL,PD
034_MULTIS095-1,UL,PP
035_MULTIS095-1,UL,PC
037_MULTIS095-1,UL,PD
038_MULTIS095-1,LL,PP
039_MULTIS095-1,LL,PC
042_MULTIS095-1,UA,PP
043_MULTIS095-1,UA,PC
045_MULTIS095-1,UA,PD
046_MULTIS095-1,UA,LP
047_MULTIS095-1,UL,AP
048_MULTIS095-1,UL,AC
050_MULTIS095-1,UL,AD
051_MULTIS095-1,UL,LP
052_MULTIS095-1,UL,LC
053_MULTIS095-1,UL,LD
054_MULTIS095-1,UL,MP
055_MULTIS095-1,UL,MC
056_MULTIS095-1,UL,MD
058_MULTIS095-1,LL,AP
060_MULTIS095-1,LL,AC
062_MULTIS095-1,LL,MP
063_MULTIS095-1,LL,MC
