Name,Extremity,Position
002_MULTIS016-1,UA,AP
003_MULTIS016-1,UA,AC
005_MULTIS016-1,UA,AD
006_MULTIS016-1,UA,LP
007_MULTIS016-1,UA,LC
008_MULTIS016-1,UA,LD
010_MULTIS016-1,UA,MP
011_MULTIS016-1,UA,MC
012_MULTIS016-1,UA,MD
013_MULTIS016-1,LA,AP
014_MULTIS016-1,LA,AC
016_MULTIS016-1,LA,AD
017_MULTIS016-1,LA,LP
018_MULTIS016-1,LA,LC
019_MULTIS016-1,LA,LD
020_MULTIS016-1,LA,MP
021_MULTIS016-1,LA,MC
022_MULTIS016-1,LA,MD
023_MULTIS016-1,LL,LP
024_MULTIS016-1,LL,LC
029_MULTIS016-1,LL,LD
030_MULTIS016-1,LL,AD
031_MULTIS016-1,LL,MD
032_MULTIS016-1,LA,PP
033_MULTIS016-1,LA,PC
035_MULTIS016-1,LA,PD
036_MULTIS016-1,LL,PD
038_MULTIS016-1,UL,PP
039_MULTIS016-1,UL,PC
043_MULTIS016-1,UL,PD
044_MULTIS016-1,LL,PP
045_MULTIS016-1,LL,PC
047_MULTIS016-1,UA,PP
048_MULTIS016-1,UA,PC
050_MULTIS016-1,UA,PD
052_MULTIS016-1,UL,AP
053_MULTIS016-1,UL,AC
055_MULTIS016-1,UL,AD
056_MULTIS016-1,UL,LP
057_MULTIS016-1,UL,LC
058_MULTIS016-1,UL,LD
059_MULTIS016-1,UL,MP
062_MULTIS016-1,UL,MD
063_MULTIS016-1,LL,AP
065_MULTIS016-1,LL,AC
067_MULTIS016-1,LL,MP
068_MULTIS016-1,LL,MC
