Name,Skin,Fat,Muscle
002_MULTIS016-1,1.36936953648,12.9329345112,18.7907930839
003_MULTIS016-1,1.36795020484,8.90233275298,26.873907073
005_MULTIS016-1,0.941442604466,5.313249983,29.0921979257
006_MULTIS016-1,1.6736743861,22.0715809667,22.5946042124
007_MULTIS016-1,2.2803906268,34.8067422764,14.6066246511
008_MULTIS016-1,1.46446508784,23.0130228089,18.4104182471
010_MULTIS016-1,0.836836938958,10.3463476089,21.6056082422
011_MULTIS016-1,0.988989109677,16.5085105231,15.2912931573
012_MULTIS016-1,0.836836938958,22.2142169251,7.30330419454
013_MULTIS016-1,1.04042825806,7.18919349677,19.9699819355
014_MULTIS016-1,1.1886880397,5.08758480993,7.94043610521
016_MULTIS016-1,0.988989109677,3.27127167047,8.17817917618
017_MULTIS016-1,1.44418263995,7.98925194467,23.051053864
018_MULTIS016-1,1.37887812605,6.94193815186,6.94193815186
019_MULTIS016-1,1.19819967841,1.1126139871,5.47748424417
020_MULTIS016-1,1.1126139871,8.81532620546,26.5315643077
021_MULTIS016-1,1.21721736576,5.8578585727,25.4094125102
022_MULTIS016-1,1.1411412804,3.46146188387,11.4494508467
023_MULTIS016-1,1.19819967841,7.58859796328,13.4084249727
024_MULTIS016-1,1.33133212903,8.3873924129,19.1046160516
029_MULTIS016-1,2.095807,1.29021028945,7.49349440794
030_MULTIS016-1,1.36936953648,5.32532597519,20.2362387057
031_MULTIS016-1,1.42642755335,9.50951702233,29.5745979395
032_MULTIS016-1,1.10699486452,7.38889331613,17.4404508903
033_MULTIS016-1,1.25525680596,5.42042711663,15.747767202
035_MULTIS016-1,0.950951066998,8.55855960298,6.58058138362
036_MULTIS016-1,1.54054244367,1.36937106104,32.0090485519
038_MULTIS016-1,1.99070903102,25.504611732,49.8110202283
039_MULTIS016-1,1.9779716129,13.3893463027,52.7966268983
043_MULTIS016-1,2.71020148883,14.6921449132,42.2220863524
044_MULTIS016-1,1.33132704715,7.05603334988,51.2560913151
045_MULTIS016-1,1.46445975186,7.58856416873,46.197048536
047_MULTIS016-1,1.25525680596,12.4384538045,26.4745071801
048_MULTIS016-1,1.74974996328,12.4004019136,16.280282267
050_MULTIS016-1,1.39789873548,11.9819891613,11.7822893419
052_MULTIS016-1,1.42642183623,19.2566947891,42.364728536
053_MULTIS016-1,2.09035638201,13.9141549351,27.7202320199
055_MULTIS016-1,1.53912158747,17.1185591192,14.5495675236
056_MULTIS016-1,2.05406268983,36.8019565261,35.946097072
057_MULTIS016-1,1.72851495037,13.7148787965,40.3392095285
058_MULTIS016-1,1.33133238313,9.794802533,28.8138365777
059_MULTIS016-1,1.8054561129,35.9840867097,51.0471927742
062_MULTIS016-1,2.16817084665,15.5195386918,25.1051361191
063_MULTIS016-1,2.75775993648,8.84385083077,25.5806007901
065_MULTIS016-1,1.42642755335,7.03704259653,23.2983167047
067_MULTIS016-1,1.52369009677,14.7778242382,
068_MULTIS016-1,1.36936496278,13.3893463027,55.2310534988
